1271080564494233600,#StandWithHongKong #FightForFreedom #HongKongProtests #HongKongNeedsHelp #HongKong #PoliceBrutality #YouCantStopUs #HKPoliceState #5DemandsNot1Less #chinazi #SayNoToChina https://t.co/2PefF20tjf,StandWithHongKong FightForFreedom HongKongProtests HongKongNeedsHelp HongKong PoliceBrutality YouCantStopUs HKPoliceState 5DemandsNot1Less chinazi SayNoToChina,und,Thu Jun 11 14:03:16 +0000 2020,1169244348648587264,kelvinlai,,,,Hong Kong
1271083442004844546,"@Ram_Guha कहाँ से लाते हो इतना ज़हर वामपंथ का 
#communistvirus 
#chinesevirus 
#BoycottChineseProduct 
#communistterrorist",communistvirus chinesevirus BoycottChineseProduct communistterrorist,hi,Thu Jun 11 14:14:42 +0000 2020,3196668596,Nishith Agrawal,,,,India
1271084465305968640,"@realDonaldTrump Radical left is a curse to Humanity 
#AntifaTerrorist 
#communistterrorist 
#boycottcommunist 
#maoistterrorist
#redterrorist 
#communistvirus
#chinesevirus",AntifaTerrorist communistterrorist boycottcommunist maoistterrorist redterrorist communistvirus chinesevirus,en,Thu Jun 11 14:18:46 +0000 2020,3196668596,Nishith Agrawal,,,,India
1271084468405583877,"#CCP has been trying to expand their influence way before #CCPVirus outbreak! Look at the belt and road initiative! 
#onebeltoneroad #DIYms #boycottChina #AntiChinazi https://t.co/34bCmx17Sc",CCP CCPVirus onebeltoneroad DIYms boycottChina AntiChinazi,en,Thu Jun 11 14:18:47 +0000 2020,1240235507444924416,NL.SC,114.2207342,22.27280675,"Eastern District, Hong Kong, Hong Kong","Tel Aviv, Israel"
1271084796337254400,China as a threat has always been looming on the horizon. The one who uses/sells/promote chinese product cannot claim to be a nationalist. Theres no proud using chinese product #dragonsucks #wuhanvirus #chinesevirus @narendramodi @PMOIndia #banchinainIndia,dragonsucks wuhanvirus chinesevirus banchinainIndia,en,Thu Jun 11 14:20:05 +0000 2020,113317875,Gaurav,,,,New Delhi
1271084847063199745,"According to a report: 87% of the public in Pakistan will be pushed below poverty line due to #COVID19 #CCPVirus
P.S: Rest of 13% are relatives of #PakistanArmy or Army officials.",COVID19 CCPVirus PakistanArmy,en,Thu Jun 11 14:20:17 +0000 2020,3165806838,The news Insider,,,,batla house
1271085775023554560,Actual death figures of Delhi alone is higher than rest of India combined. DELHI CM is hiding numbers just like chinese did in wuhan. #DelhiGovernment #CCPVirus https://t.co/W3MBKkdtNF,DelhiGovernment CCPVirus,en,Thu Jun 11 14:23:59 +0000 2020,3165806838,The news Insider,,,,batla house
1271086569097580545,"Always carefull 
#coronavirus #CoronaIsNotAJoke #CoronaWarriors #CoronaVirusUpdate #CoronavirusOutbreak #COVID19 #Covid_19 #COVID #China #ChinaLiedAndPeopleDied https://t.co/BHuayTt3hO",coronavirus CoronaIsNotAJoke CoronaWarriors CoronaVirusUpdate CoronavirusOutbreak COVID19 Covid_19 COVID China ChinaLiedAndPeopleDied,en,Thu Jun 11 14:27:08 +0000 2020,1158706861530439681,Haresh Kumar,,,,Okhla (Delhi)
1271086673057640449,Delhi govenment is balantly lying on death numbers. The Delhi slums are highly affected by Corona Virus and officials are asked not to test much. #DelhiCoronaChaos #CCPVirus,DelhiCoronaChaos CCPVirus,en,Thu Jun 11 14:27:33 +0000 2020,3165806838,The news Insider,,,,batla house
1271087939427147777,@tedcruz spiega ai #comunisti #cinesi la differenza tra i #terroristi #Antifa e i ragazzi che protestano a #Hongkong contro un regime illiberale in #Cina e pericoloso a livello globale come pandemia #Covid dimostra. #CCPVirus. #StandWithHongKong @GrimoldiPaolo @PaoloFormentin1 https://t.co/j63oL7dNIi,comunisti cinesi terroristi Antifa Hongkong Cina Covid CCPVirus StandWithHongKong,it,Thu Jun 11 14:32:35 +0000 2020,576128417,Max Ferrari,,,,"Varese, Lombardia"
