1284640058759245824,https://t.co/KMThYwAgpd @okabaeri9111 @TokyoJapanF1 @Lai__chan #QArmyJapan #qnn #QAJF #WWG1WGA_WORLDWIDE #WakeUpWorld @OANN  #ChinaLiedPeopleDied #CCPVirus @EpochTimes #WakeUpAmerica #QANONWORLDWIDE @japantimes #NHK  @NHKWORLD_News #nhk_news,QArmyJapan qnn QAJF WWG1WGA_WORLDWIDE WakeUpWorld ChinaLiedPeopleDied CCPVirus WakeUpAmerica QANONWORLDWIDE NHK nhk_news,und,Sun Jul 19 00:03:52 +0000 2020,23834472,ochachacha2,,,,"Mission Viejo, CA"
1284640415891808262,"Chinese virologist who fled to US vows to spill ALL coronavirus secrets after claiming cover-up
#ChinaLiedPeopleDied turns out to be the TRUTH.
They knew in December that there was Human 2 Human transmission https://t.co/EHqqNAk6KZ",ChinaLiedPeopleDied,en,Sun Jul 19 00:05:17 +0000 2020,3192197441,MarkInNorthWest,,,,"Manchester, England"
1284641992513695744,@DJT_Ringmaster Why? Because the #CCPChina created the #CCPVirus IN #WuhanLab located in #WuhanChina and sent the #WuhanVirus around the world while restricting travel with in #Chinas borders. Yet #DemocratsAreDestroyingAmerica with propaganda. #ThinkAboutThat Don’t be a #UsefulIdiot https://t.co/Klvs0S3BCY,CCPChina CCPVirus WuhanLab WuhanChina WuhanVirus Chinas DemocratsAreDestroyingAmerica ThinkAboutThat UsefulIdiot,en,Sun Jul 19 00:11:33 +0000 2020,1263831732144336898,Dan Smith,,,,"California, USA"
1284642422493007873,"RT @AgainstTideTV: 🇨🇳vs.🇺🇸 
🥊Round 1:#Chinazi wins #CCPVirus #Covid19  
🥊Round 2:#AntifaTerrorists and #BLMTerrorists ""They have the eviden…",Chinazi CCPVirus Covid19 AntifaTerrorists BLMTerrorists,en,Sun Jul 19 00:13:15 +0000 2020,389675356,m t cartier,,,,south carolina
1284644751241707521,"RT @LadyGluvs: 🔍TIMELINE: The Early Days of #ChinaCoronavirus outbreak &amp; Cover-Up🎏 RT

*If #CCPchina had acted 3wks earlier🦠virus cases cou…",ChinaCoronavirus CCPchina,en,Sun Jul 19 00:22:30 +0000 2020,1227366227443515392,🧗‍♀️LadyG🦋 N🚫Train,,,,USA🇺🇸 | Italy 
1284645636525170688,"RT @MarkInNorthWest: Chinese virologist who fled to US vows to spill ALL coronavirus secrets after claiming cover-up
#ChinaLiedPeopleDied t…",ChinaLiedPeopleDied,en,Sun Jul 19 00:26:01 +0000 2020,1248920329,Stephen Bridge🇬🇧,,,,Lincolnshire
1284646197957804032,"As of 18/7/2020 00:00

Confirmed       24132 (+596)
　Hospitalized  3777 (+377)
　Discharged    19366 (+270)
　Death         985 (+0)

Excluding Diamond Princess cruise ship

https://t.co/8DxtfiJYZH

#COVID19 #Covid_19 #coronavirus #coronavirusjapan",COVID19 Covid_19 coronavirus coronavirusjapan,en,Sun Jul 19 00:28:15 +0000 2020,1250238270706872320,Situation of Coronavirus in Japan,,,,japan
1284647280809660416,"RT @rajeev_mp: China lied abt n hid the CoronaVirus Pandemic from the world. 

#UnmaskingChina #UniteAgainstChina 
#BoycottChina
#StandWith…",UnmaskingChina UniteAgainstChina BoycottChina,en,Sun Jul 19 00:32:33 +0000 2020,219864588,Vinayak Joshi,,,,मृत्युलोकः
1284656190266327042,@bbcchinese Now it's time to kick all chinese company from world and punish #CCPVirus who spared #COVID19 and biological attack on globe,CCPVirus COVID19,en,Sun Jul 19 01:07:58 +0000 2020,1106346684290924545,राजेश भारद्वाज,,,,New Delhi 
1284658139069943808,"@SpokespersonCHN Nobody in the world will buy chinese covid vaccine. Nobody trust chinese people and their products. #WuhanVirus is also a giving of #China.
#BoycottChina
#BoycottChineseProducts",WuhanVirus China BoycottChina BoycottChineseProducts,en,Sun Jul 19 01:15:42 +0000 2020,993327252,Abhishek Kushwaha,,,,"IIT Madras, Chennai, Tamil Nad"
