id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1239418677658710016,1,"Clearly, a global competition can be seen over owning the narrative of Covid-19, which is motivated by fear, hatred, and division.

Read more:
https://t.co/WtvDrPkXI7

@mikepompeo @WHO @DrTedros @zlj517 
#China #CoronavirusOutbreak  #COVID2019 #COVIDー19 https://t.co/cgaKqOzMiu",Mon Mar 16 05:10:14 +0000 2020,AnamikaAami,5,0,0,,,,
1239418820114165760,1,@christapeterso Great question actually. China purposely lied about how bad it was and how many people had it. They also denied assistance from other countries to control spread. Do some research...,Mon Mar 16 05:10:48 +0000 2020,mambaReza,1437,0,1,,,,"New Jersey, USA"
1239418950531850241,1,"@ChinaInFocusNTD @jenniferatntd We made China this monster, the time seems to have come when we will pay for it.",Mon Mar 16 05:11:19 +0000 2020,EugenNussbaumer,3,0,0,,,,
1239418954956840966,1,"@PaulEva45426223 @l_stone @robertbenzie 2/ As for how long? If we start with China,the 1st case is thought to have occurred on Dec. 8, the cluster of ""unusual pneumonia"" cases reported Dec. 26, wet market closed Dec.31/Jan.1, full lockdown Jan. 24. They're just coming out of it now with heavy interventions: 3-4mo.",Mon Mar 16 05:11:20 +0000 2020,agonisti,104,0,0,,,,Kaua'i In Spirit & No Bots
1239419181210140672,1,@fidel_Ke Everything from china is copy pasted so dont fear corana its also a cp,Mon Mar 16 05:12:14 +0000 2020,Lennynkoitoiii,463,0,0,,,,Mau Narok
1239419210163355648,1,@Zhang1911350387 @TimOu69226954 @bikhim Yes maybe your alternative facts. Also freedom is more important tja anything else. But if you like to life in a prison then be happy in mainland China. Sad enough you destroyed the wonderful Hong Kong 🇭🇰.,Mon Mar 16 05:12:21 +0000 2020,fipsyfip,538,0,0,121.561476,25.085756,"Taipei City, Taiwan, Taiwan",Worldwide
1239419273270845441,1,@rifatabdullahh Something china is hiding.see the figures in Italy. No of days the country is fighting against no of deaths.,Mon Mar 16 05:12:36 +0000 2020,Dawood_bhat,4,0,0,,,,
1239419285560340481,1,"@GimmeObama @WHNSC @WhiteHouse @CDCgov I don't trust nothing from China. Those test are probably false positives. Corona started in China and made it to America. Oh but Trust China.. Meanwhile China don't want to sell Us Meds but willing to give Test Kits..
Okay Then🙄",Mon Mar 16 05:12:39 +0000 2020,SmokeyMtnStrong,5137,0,0,,,,United States
1239419285581094912,1,"Why i have feeling that #coronavirus  is yet not over in China. They are not reporting but i feel this ain't going to get over so soon. 
China's economy is going to take big hit now. 
People won't trust China now.",Mon Mar 16 05:12:39 +0000 2020,Manesha76,19965,8,27,,,,
1239419310902145024,2,"@ianbremmer Senator Tom Cotton took conspiracy theory that coronavirus is Chinese biological warfare, which is also dangerous and critically irresponsible behavior. https://t.co/3LcjvfsMoi",Mon Mar 16 05:12:45 +0000 2020,stven369,16,0,0,,,,"HK,CHN"
1239419353059098626,2,"@EconomicTimes These incidents prove What China does is not wrong , imprisoning these kind of people who endanger the whole country , it’s worse than terrorism , trying to kill fellow Indians",Mon Mar 16 05:12:55 +0000 2020,ShankarHKCN,78,0,1,,,,Hong kong 
1239419353063477248,1,"@williamlegate @fmchau1 @tn844e @JackMa 4) China threatened to withhold the very items Ma is feigning charity with PLUS needed medicines.  
I hope the US govt sends this crap back!!",Mon Mar 16 05:12:55 +0000 2020,VillageTrinity,266,0,3,,,,United States
1239419407241072647,2,"yea, china fucked up majorly. they suffered the consequences of 3200+ deaths. but blaming them isn’t going to solve the problem in your own country. it’s not like the more you attack asia/beat up asians on the street for wearing masks, the more immunity you’re going to have.. https://t.co/LbVWiU4VPW",Mon Mar 16 05:13:08 +0000 2020,brisingrfiriena,23,0,0,,,,Hong Kong
1239419411766759424,1,So what is it.. is china getting better and life going back to normal or is it getting worse.. cuz I've seen both 😂 prime example of how the government is trying to fuck with us,Mon Mar 16 05:13:09 +0000 2020,nmmangione,158,0,0,,,,
1239419486978969601,1,... how authoritarian regimes like China's CCP has led to #COVID19 going out of control due to their lack of transparency and how authoritarian regimes like in Southeast Asia and their lack of investment in necessary infrastructure is creating a massive gap in our global systems.,Mon Mar 16 05:13:27 +0000 2020,royngerng,3326,0,0,,,,"Taipei City, Taiwan"
1239419688607797248,1,@TheaYifan @JoshJPhilipp @jenniferatntd I know you get paid to troll. I know Chinese people who go around the firewall. I know Chinese who have come to America for education and didn't even know what Christmas was. You can send kids over for education to try to get secrets but they also tell China's secrets,Mon Mar 16 05:14:15 +0000 2020,ResistanceChics,2086,0,0,,,,"Cincinnati, OH"
1239419701299752961,1,"Great fight #China. Brave nation.
Stay save #Wuhan...
You defeated the micro enemy. Well done 👍
🇨🇳 https://t.co/ljYF8whnPe",Mon Mar 16 05:14:18 +0000 2020,Pak_soljer,2350,0,1,,,,Pakistan 🇵🇰
1239419725836255238,1,"@Baroness_Nichol @carolecadwalla The problem is, China is still covering up, pretending #Wuhan #coronavirus is under control, and ready to resume to everyday life
This risk not only second round of outbreak in China, but perhaps the world also be affected due to economic activities https://t.co/Rd58TuSEYK",Mon Mar 16 05:14:24 +0000 2020,shiroihamusan,14172,25,73,,,,
1239419726746583040,4,"@christapeterso Nope. China's coverup and lack of transparency will end up costing thousands of innocent lives. And their disinformation campaign, lying and claiming the US military brought the virus to China is bullshit. They can go f#@% right off",Mon Mar 16 05:14:24 +0000 2020,Grampy_Rick,137,0,0,,,,
1239419764331642880,1,"@JamesSi13329537 and there are also seemingly healthy people contracting this virus in italy and dieing from it, it's not limited to the 65+ even china observed a 0.2% mortality rate amongst 10-18. thats 2-3 students in a school with 1500.",Mon Mar 16 05:14:33 +0000 2020,adcogfx,81,0,0,,,,"London, England"
1239419831302197249,2,"What I want to know is when the United Nations is going to go after China for repeatedly releasing bio-weapons, which are banned by treaty. Bio weapons that have KILLED tens of thousands of innocents across the world.

#HoldChinaAccountable

Make it trend!",Mon Mar 16 05:14:49 +0000 2020,NativeSphere,3772,2,1,,,,The Dakotas
1239419910767296513,2,"@SamRobersonJr While the DEMS were focused LASERLIKE on a mendacious impeachment, the Communist Chinese that Joe Biden said were no competition and no problem were covering up the extent and nature of the Wuhan Virus that has since spread to you, a most deserving recipient of Chinese mendacity!",Mon Mar 16 05:15:08 +0000 2020,kirkrg,1751,0,1,,,,"Menifee, CA"
1239419915280560130,1,@_AshLake_ @TheEllaWest @mqmq_mmqq wait we lie but minus the human rights attacks every day with china,Mon Mar 16 05:15:09 +0000 2020,NormDaDon,95,0,0,,,,"Firing range , classified "
1239419918862315521,1,"@samberinger @JackMa @ariannahuff The masks are useless. The real hero is Trump for banning travel from China early on. While Dems were impeaching, Trump was saving lives. And he was called racist and xenophobic for it. We’d be where Europe is now without Trump 🙏❤️🇺🇸 https://t.co/7QROeY23me",Mon Mar 16 05:15:10 +0000 2020,WorthlessWray,477,0,0,,,,
