id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1236687192656928770,2,How in THE fuck yo. China on some other shit https://t.co/I7HhBmTuA1,Sun Mar 08 16:16:17 +0000 2020,cnoelleharris,308,0,0,,,,Made in Carolina
1236687258624745472,1,"@benedictrogers @HongKongFP Remember - the reason why #COVID2019 outbreak happened was due to #CCPChina regime's autocracy (by silencing whistle-blowers causing seriously delayed responses).
And to know how this regime works, look at Hong Kong today. #HongKongProstests",Sun Mar 08 16:16:33 +0000 2020,WV5826295,21,0,1,,,,
1236687267982426112,1,The last year or so USA &amp; China been having trade wars back n forth and turned nasty! All of a sudden Coronavirus hits China hard and spreads across the globe!! Now the world doesn’t want any trade with China as its high risk! This is what u call MAFIA!!! Trump may be a dickhead,Sun Mar 08 16:16:35 +0000 2020,DjPinkz,1729,0,1,,,,
1236687305441792001,1,"@erinnthered @braydenpierce @nytgraphics Well, sure we can trust WHO and China",Sun Mar 08 16:16:44 +0000 2020,NoToMobs,2859,0,0,,,,USA
1236687357216264193,1,"@mitchellvii they could also be finding the infected in time to give them the care their bodies need to fight it, as in enough fluids and nutrients one needs to fight a infection.

if that werent the case then the problem would most likely be closer to china and irans problems.",Sun Mar 08 16:16:57 +0000 2020,jupptuck,265,0,0,,,,Sverige
1236687435150622720,1,"On #8March I stand with #WHRDs supporting other WHRDs like #ChenJianfang, held incommunicado by the Chinese gvt since March 2019 for commemorating #CaoShunli, who died in a Chinese prison. Time to tell us #WhereIsChenJianfang and #FreeChenJianfang @MFA_China https://t.co/nEnSPuvQI0",Sun Mar 08 16:17:15 +0000 2020,HeidiHautala,30529,1092,1070,4.37536415,50.820670899999996,"Elsene, België, Belgium",
1236687439198072833,1,@COVID19Update @business The is world 🌎🌍🌏🦠of cononrvirus  und cononsvirus china und Japan und 🇰🇵World und fight und Boot und men und women und kids und Viren 🦠 Krankenhaus 🏥 HILP? Und 🦆🦇🐝🐓🦢🐷und Viren 🦠 und essen und Viren 🦠 und man und men und women und Viren 🦠 yes Next do,Sun Mar 08 16:17:16 +0000 2020,Dirkscholtes38,205,0,0,,,,"Aachen, Deutschland"
1236687468533080065,1,"@DavidSlwGoliath @GOPLeader President Trump has an excellent team. They're giving people information they need. It's the president's job to keep people from panicking which would only add chaos to a bad situation. AND when Trump banned travel from China and others back in January, the left called him racist",Sun Mar 08 16:17:23 +0000 2020,KydarnDeborah,403,0,0,,,,USA Land of the Free and Brave
1236687495791890433,1,"On the other hand to say that lying is killing us by exposure because the virus is not contained is false, unless you think the President, upon the instant China quarantined information and people, should have repeated the performance in the US.  China’s lockdown did not stop=",Sun Mar 08 16:17:30 +0000 2020,vharrelle71,1754,0,0,,,,
1236687511381999618,1,"No kidding: “China’s coronavirus recovery is ‘all fake,’ whistleblowers and residents claim.” People all over whining about Trump not doing enough and that we should be more like China are ridiculous. For decades we’ve known we cannot trust China. https://t.co/GrWi0tzXCu",Sun Mar 08 16:17:33 +0000 2020,_N_E_W_2,6163,2,3,,,,
1236687532038983681,2,@Kat16014592 @alllibertynews @TheEconomist The Chinese communist party deserves nearly all the blame for coronavirus. The whole world was infected because they are a repressive and oppressive body.,Sun Mar 08 16:17:38 +0000 2020,LibertarianBald,58,1,0,,,,"Augusta, GA"
1236687544340951043,1,"The #RedSea region lies at a strategic location on the #Indopacific axis.
To secure its influence and defend its interests, the European Union won't only face China's global ambitions. 1/2",Sun Mar 08 16:17:41 +0000 2020,Scriptio,1025,0,1,,,,"Paris, France"
1236687586027945984,1,"Last year a mysterious shipment was caught smuggling Coronavirus from Canada. It was traced to Chinese agents working at a Canadian lab. 
https://t.co/uvUiUn7pWW",Sun Mar 08 16:17:51 +0000 2020,StopEndWarsNOW,946,7,7,,,,"Ashland, Oregon"
1236687612946960386,2,@DrTedros @WHO @ChinaMissionGva @ChinaDaily @PDChina @XHNews @WHOWPRO @WHOAFRO @WHOSEARO @WHO_Europe You only have yourselves and China to blame for the worldwide outbreak. You chose to believe in this authoritarian regime’s bogus data and failed to alert the world properly. This is only the first instalment of what China should pay for causing all this.,Sun Mar 08 16:17:58 +0000 2020,Redisthenewbla3,2651,0,2,,,,
1236687619926437889,1,"For years, China has limited births.  But as their population ages, they lack new young healthy workers.  How do you allow the people to once again have children to restock the worker base?

You create a virus that kills old people and spares the young.

COVID-19.",Sun Mar 08 16:17:59 +0000 2020,drjoe_msf,1726,2,7,,,,( Doctors Without Borders)
1236687645423456258,1,"A favorite bookstore in Wuhan was robbed.
Since the city was closed, chickens have been stolen. Several shops have been eobbed in Donghu Village. A hole was dug in the shutter gate of a snack shop.
1/2

#wuhan #中国 #china #COVID2019
#coronavirus https://t.co/flI3R2zKu2",Sun Mar 08 16:18:05 +0000 2020,WinnieDynasty,3585,0,1,,,,武蔵野、東京
1236687658786656256,2,"If China released #CoronaVirus from the lab in Wuhan either intentionally/accidentally, they should pay a big financial penalty

If they don’t, we should remove them from the SWIFT financial system or USA should NOT PAY ITS DEBTS TO CHINA as form of reparations

@realDonaldTrump",Sun Mar 08 16:18:09 +0000 2020,RingMasterRa33,11447,13,52,,,,
1236687695994408962,1,@TonyMon65372105 @PogueMoran @ASK_Esq29 @BonnieEdgecomb Visiting Cuba and China are good things moron. We don’t want more wars,Sun Mar 08 16:18:17 +0000 2020,elijahruby3,306,0,0,,,,"Hollywood, FL"
1236687762880958465,1,"It's crazy that people are in such fear that our supplies from China will be stopped from the Coronavirus that they're buying stores out of toilet paper, water, mints, and chewing gum, etc. I bet corporations have made bank the last week or two.",Sun Mar 08 16:18:33 +0000 2020,rachlhenn,444,0,4,,,,earth
1236687821118701570,2,"China quarantine hotel collapse kills 10, 23 feared trapped https://t.co/EtbrTsIGKh",Sun Mar 08 16:18:47 +0000 2020,AudreyRantau,2595,0,0,,,,"Sabah, Malaysia."
1236687822347800576,1,Bernie Sanders Praises China For Eradicating Poverty By Killing All The Poor People https://t.co/3oOxB1d1DV via @TheBabylonBee,Sun Mar 08 16:18:48 +0000 2020,SusanSm38015009,271,1,1,,,,
1236687896129617920,1,"Interesting article with errors that misses many questions asked by readers in the ""readers picks"" choice of comments. Like pay, benefits, working conditions, union busting or avoiding, pollution, what do 130 jobs really cost in resources shippef to China and other consequences? https://t.co/E2jDka1jBf",Sun Mar 08 16:19:05 +0000 2020,SamAsIAm,628,1,1,,,,"Long Beach, CA"
1236687901880090627,2,"@CNN 1. China lied &amp; cover up began
2. CDC/WHO gather info from China (who continue to lie and cover up)
3. Media decided that trying to link virus to Trump was more important than asking questions like “what is the actual incubation period”.
4. It’s too late

#coronavirus",Sun Mar 08 16:19:07 +0000 2020,Istillwantapony,1585,1,2,,,,USA
1236688130683604997,2,@rkline56 This didn't start with bats/fish. Viruses don't cross species. This started in the lab in Wuhan China. China has already admitted that &amp; moved their lab. Only question left is did we do it to China or did they. A case could be made either way. It's a flu type illness w HIV in it. https://t.co/OC7RXwYpfx,Sun Mar 08 16:20:01 +0000 2020,AngelSews,3291,0,0,,,,MD USA 🇺🇸 USA 🇺🇸 USA 🇺🇸 
1236688187440988160,1,@MysteryWire Military tactical advantage I suppose. The military who owns the high ground wins. Maybe that's why China is rushing to the moon.,Sun Mar 08 16:20:15 +0000 2020,JohnZeitvogel,12,0,0,,,,"Greece, NY"
1236688215064469504,2,Shenzhen could be first city in China to ban eating of dogs and cats https://t.co/nsiUjAAkRf,Sun Mar 08 16:20:21 +0000 2020,life_nlp,69,0,0,,,,
1236688241526312960,1,"In a nutshell, lack of oxygen leads to organ failure.

“The WHO report and the Chinese study found that those who died were older and had preexisting conditions such as cardiovascular disease, uncontrolled diabetes, high blood pressure, chronic respiratory diseases and cancer.” https://t.co/bWZlkwj7Zi",Sun Mar 08 16:20:27 +0000 2020,LoveMarysPeak,1418,0,0,,,,Close to California Coast USA
1236688299630026752,2,"@IFEX @journalistforb @pen_int China CCP is the evil regime that supresses the freedom of speech and expression.

#antichinazi",Sun Mar 08 16:20:41 +0000 2020,chengching11,314,0,0,,,,
1236688378621579269,1,"The Chinese people are a victim of your miserable failed policies. If Corona Virus is the story of an external conspiracy, you have failed to protect the Chinese people. If you are responsible for it, you are the ones to blame. You do not want the people to speak.",Sun Mar 08 16:21:00 +0000 2020,Nina62669451,112,0,0,,,,لبنان
1236688475832770561,1,"The Age of Mass Protests: Understanding an Escalating Global Trend | Center for Strategic and International Studies https://t.co/hD35wxa4pn ~~&gt; China has set a grim global standard in political repression, using censorship &amp; surveillance technologies to quell political dissent.",Sun Mar 08 16:21:23 +0000 2020,stefanoshow,916,0,0,,,,"Los Angeles, CA"
1236688505386008576,1,"i knew dat dude brian was a coward for not going against Korean zombie so he attacked jay.. however, is it true he blamed jay for spreading the coronavirus cus he's Asian 
he took it too far ... and also the @ufc president has no right to say if brian gonna be sued or not",Sun Mar 08 16:21:30 +0000 2020,imawhoreforjay1,18,0,1,,,,
1236688521664045056,1,"Chinese introduced the virus on purpose, so that they can say all this - the US is not adept at handling anything, testing or whatever &amp; China, S.Korea, is better. They tell lies, cheat, who is checking their numbers - they just lie about everything, they are corrupt &amp; dishonest",Sun Mar 08 16:21:34 +0000 2020,UmaspearsK,57,1,0,,,,"LEE'S SUMMIT, MO, USA"
1236688551611445248,1,Cut Communist China off. https://t.co/OS5uQHQtM8,Sun Mar 08 16:21:41 +0000 2020,Lindegren,86,0,0,,,,
1236688554975277057,1,"@mitchellvii If it didnt also cripple China's economy and potentially risk party control of 2 billion ppl, who could easily, if they wanted to, overthrow them, that would make more sense.
If they could perfectly engineer a virus, why not make one that killed non-asians, &amp; take over the world?",Sun Mar 08 16:21:42 +0000 2020,RalphSmorra,401,0,0,,,,
1236688580581437441,2,"My observation: due to #COVID19 people are generally living greener. e.g. Meetings carried out online; less fast-fashion consumption; more #books reading; less #foodwaste ; stay away from wild animals; #China encourages flexible hours &amp; scheduling to avoid gathering, etc. https://t.co/xyTJEXHvPm",Sun Mar 08 16:21:48 +0000 2020,Zhou_jinfeng,1116,2,9,,,,Beijing
1236688581260791808,1,"@NoToMobs @braydenpierce WHO =/= China? Do you even know what you're talking about? Their test works. The CDC attempt didn't, and so far the CDC has bungled this. Accepting help from a very well respected int'l org that has earned trust is a good thing. Take your creepy exceptionalism bs somewhere else.",Sun Mar 08 16:21:48 +0000 2020,erinnthered,600,1,5,,,,The Roadhouse
1236688601259413504,1,"This why China seeing a drop in the spread. You'll never see this shit in America cus somebody gonna feel ""unsafe"" lol https://t.co/MhJ78XqJPF",Sun Mar 08 16:21:53 +0000 2020,luxalix,104,0,0,,,,Home
