id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1241486473532243971,3,@BfDyalan @nicolacoughlan The Chinese government not China as a whole and no what caused it was a mutation in an animal that was eaten yknow thats how viruses work....and again they fucked up at the start yes but the rest of the world didnt listen when China was locking down cities and here we are,Sat Mar 21 22:06:55 +0000 2020,branfan91,122,0,0,,,,Ireland
1241486486417092608,2,"The [Wuhan] coronavirus first appeared in Wuhan, China, in December, and the communist nation’s lack of action and ensuing cover-up facilitated its spread to the rest of the world. 

Axios has compiled a timeline of the [Wuhan] coronavirus outbreak in China, “highlighting when...",Sat Mar 21 22:06:58 +0000 2020,MaxManaged,5506,0,1,,,,"San Antonio, TX"
1241486553706192896,1,"@jimcramer What are we going to stay indoors for 18 months until a vaccine? This is insane! Existing drugs like Z-PAC, inhalers, and the things that @elonmusk referenced can fight it. How is it China contained it?",Sat Mar 21 22:07:14 +0000 2020,MGoodlife21,35,0,4,,,,
1241486561721475073,1,"1. Trump and the GOP want things to get worse since it strengthens their position from which to dole out Gov't. assistance in trade for allegiance!

2. Trump is alienating China because Trump does not want them to help the US fight the Virus since his family is profiting from it! https://t.co/qrwmf3OfXQ",Sat Mar 21 22:07:16 +0000 2020,1CaptD,3368,1,1,,,,SoCal
1241486608068575232,4,@CNN No shit Sherlock!! Did anyone really think bats put themselves in the damn soups!! Haha. Absolutely humans are to blame and specifically humans in China,Sat Mar 21 22:07:27 +0000 2020,joep547,777,0,1,,,,"Dana Point, CA"
1241486628964704259,1,"@TaylorKenny_com @mrbenburns_ @jameygannon There are also documented shortages of PPE’s in January and February. The supply chain was not prepared in China where most are made. Even knowing when you knew, you couldn’t have stocked up. Who’s to blame?",Sat Mar 21 22:07:32 +0000 2020,JakeVardaman,635,0,0,,,,"Iowa City, IA"
1241486649730580486,1,"Coronavirus outbreak: Italy border will not be closed https://t.co/dkmZJ00Zxm via @YouTube

This is why Italy’s #COVIDー19 cases are skyrocketing. OPEN BORDERS KILL PEOPLE!
#SaturdayThoughts #ChineseVirus #ChinaLiedPeopleDied",Sat Mar 21 22:07:37 +0000 2020,Lechanivire,4638,1,0,,,,
1241486696149114884,1,Media And Corporate Elites Act As PR Machine For Communist China https://t.co/RmlyDr7VoI,Sat Mar 21 22:07:48 +0000 2020,Crossbearer1956,32816,2,1,,,,NC
1241486700129501188,2,The PIAPS will get the Chinese virus &amp; die....good cover! https://t.co/2WDGOTnLZC,Sat Mar 21 22:07:49 +0000 2020,KSCheriLee,2103,0,0,,,,
1241486792345505792,1,"@real_defender CDC and other alerts, red flags flying, in early January. 
All this fallout isn't about China. tRump is a liar",Sat Mar 21 22:08:11 +0000 2020,MissKimmie99,17,0,0,,,,
1241486800822165505,1,"@vanvlietdesign @KellyLorenczPPA @jkenney @jackmintz @stephenharper Hezbollah cells are already in Canada(they are in Venezuela too)

Qatar, Somalia, Iran, Saudi Arabia&amp;China already control Canada. 

Now they will own all of us. They will swoop in and officially take over. It won't be as hidden anymore

Trudeau is getting paid to destroy Canada",Sat Mar 21 22:08:13 +0000 2020,DeniseInCanada,5708,1,2,,,,Canada
1241486801220415488,1,"@chuang_yenda They lied through their teeth. 
China tried to hide the facts as it didn't want to hurt it's factories and exports. 
It will eventually bite China back.",Sat Mar 21 22:08:13 +0000 2020,Bhupy1387,74,0,0,,,,India
