id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1235550973717671937,1,"What an interesting way to ""level the playing field' @XRPbrainstorm
#xrp #xrpcommmunity

Chinese stocks lead gains as IMF announces $50 billion package to fight coronavirus https://t.co/DPyqJ0Uw1U",Thu Mar 05 13:01:22 +0000 2020,xrpdane,54,1,5,,,,
1235550992604819459,1,Cats are wearing coronavirus masks in China | FOX 10 Phoenix https://t.co/W5KXFAnMlj,Thu Mar 05 13:01:26 +0000 2020,HelenAnn16,973,0,0,,,,"Virginia, USA"
1235551034883346433,1,"@tliou @wfaa @News8Daybreak We went to a Chinese buffet restaurant last weekend and it was packed, which I hadn't expected. The rationale I've heard used to justify fear is that Chinese restaurants are more likely to have workers who have recently traveled from China, potentially illegally.",Thu Mar 05 13:01:36 +0000 2020,decourl,339,0,0,,,,"Rochester, NY"
1235551053099282432,1,@plantsNbabes @EnchantedMeat You said I think you were not going bk to china but ur husband may...if he is there when wuhon(sp) is no longer quarantined will he bring the dog back after his work is done or have the dog flown back on a solo ride?,Thu Mar 05 13:01:41 +0000 2020,f_winfield,92,0,1,,,,"Glen Gardner, NJ"
1235551056312045568,1,"@StephenMcDonell You’ve been in China long enough to know they lie about everything. They’ll say the numbers are going down, the new infections are from overseas, the virus originated in America, etc. A lot of dumb people will believe them.",Thu Mar 05 13:01:41 +0000 2020,cloudreaver2,259,0,0,,,,The Future
1235551086267625473,1,"CCP are liars, cheaters and thieves! https://t.co/cie9B3pL7O",Thu Mar 05 13:01:49 +0000 2020,Carwell95,215,0,0,,,,"Karlsruhe, Germany"
1235551122586124288,1,"@nytpolitics @gtconway3d It occured to me this morning. Trump has convinced his red meat base the Corona ""flu"" is being exaggerated. Much as we want to hate on China you have to admit they aren't stupid. They tanked their own economy and quarantine entire cities. Clearly they see it as just another flu??",Thu Mar 05 13:01:57 +0000 2020,MikeSau61201298,61,1,8,,,,
1235551128928030721,1,"They saying most of the virus are coming from planes, China shipment &amp; cruises 🥺😩 what in the entire fuck man smh",Thu Mar 05 13:01:59 +0000 2020,_prettyasslina,701,0,0,,,,
1235551135588638720,1,Inside China’s All-Out War on the Coronavirus - The New York Times https://t.co/H3OnoHA5uQ,Thu Mar 05 13:02:00 +0000 2020,browe05,62,0,0,,,,Ottawa
1235551156182454273,1,"""Makers of soju, South Korea’s national drink and one of the world’s best selling spirits, are jumping into the fight on the largest outbreak of coronavirus outside China by sharing their stockpiles of alcohol with makers of sanitizers.""

https://t.co/fTLyDSqvUc",Thu Mar 05 13:02:05 +0000 2020,koreasociety,25757,9,23,,,,"New York City, U.S.A."
1235551177451819009,1,"Relief supplies to combat #COVID19 were handed to South Korea yesterday by a group of Chinese companies. They included 10,000 protective garments, 10,000 medical masks, and 2,000 bottles of disinfectant, all are urgently needed in the fight against the novel #coronavirus. https://t.co/luexHZoWRK",Thu Mar 05 13:02:10 +0000 2020,yicaichina,263360,3,3,,,,"Shanghai, China"
1235551215712432128,4,"now, xenophobes who happen to be vegan (or even meat-eaters who just want to hide behind a reason) going only after China (as if their European roots didn't ate wild meat) because SOME eat wild meat or dog meat and forcing them to change instead of convincing the older generation",Thu Mar 05 13:02:19 +0000 2020,7PRINCESOFPOP,16,0,0,,,,
1235551216236519427,1,"Also, withing 10/15 days a hospital for the virus was built in China... Someone is gonna eat the tender money here in SA, we're fucked💔😭😭!!! Sinyile!!! #CoronaVirusSA",Thu Mar 05 13:02:20 +0000 2020,MissKimbelz,1491,0,1,,,,"Ruimsig, Jo'burg"
1235551228202901505,1,"If you compare Sars - Cov - 19 to measles then you are stupid. Covid-19 patients required special treatment. If China hadn’t banned its own city and many countries hadn’t quarantined people, it would have fucked the world up and down. Good luck with your ignorant facts https://t.co/KI0LWcLqQb",Thu Mar 05 13:02:22 +0000 2020,nguyen160620011,88,0,0,,,,"Hưng Yên, Việt Nam"
