id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1236909678782709760,1,@Cherryflava Coronavirus hits the respiratory system. So it’s ironic that China’s shutdown to fight its spread has reduced pollutants causing respiratory problems. It would be interesting to know how many lives are saved from lower pollution.,Mon Mar 09 07:00:22 +0000 2020,carbonsmart,2930,1,0,,,,Cape Town
1236909721782648832,1,China turns to propaganda to right image in virus 'war' https://t.co/dXUR1TYLcb,Mon Mar 09 07:00:33 +0000 2020,StephenWadeAP,3284,0,1,,,,Tokyo
1236909825923088384,2,Corona virus is just biological warfare between America and China because China was first to develop 5G technology,Mon Mar 09 07:00:57 +0000 2020,TheChosenOne95_,1162,0,1,,,,Johannesburg/Pmb
1236909861499097089,1,"@AmbLINSongtian please enlighten me that what nationality a baby is if the baby is first found in #China ?

Not originated from #CCPChina , right? tell me~ Pleeeeeease~

#WuhanCoronavirus /#ChinaCoronaVirus isn't that racist after all~ It's objective description where the virus first came from~",Mon Mar 09 07:01:06 +0000 2020,tckc612,367,0,0,,,,Hong Kong
1236909865798418433,1,"Ten die at collapsed China quarantine hotel; virus spread slows ex-Wuhan .
#HAALTV https://t.co/dFEPzpVSE1 https://t.co/zDI8w38WUv",Mon Mar 09 07:01:07 +0000 2020,HaalTv,36,0,0,,,,Pakistan
1236909877781352448,2,@SummerInSmokeHK China communists killing all,Mon Mar 09 07:01:10 +0000 2020,DonGarabedian,424,1,1,,,,SF Bay Area; Silicon Valley
1236909912015454210,1,"""China Turns to Propaganda to Right Image in Virus 'War'"" by The Associated Press via NYT https://t.co/peNCJSeX0z",Mon Mar 09 07:01:18 +0000 2020,israelstag,387,0,0,,,,Euless
1236909964314071040,1,"53 community workers in #China have died from #coronavirus diseas prevention and control work as of March 8, an official with the Ministry of Civil Affairs said at a press conference on Monday. ＃RIP https://t.co/PXRbx2v2et",Mon Mar 09 07:01:30 +0000 2020,EDNewsChina,6113,0,3,,,,Beijing
1236909968873402369,1,@GretaThunberg Men kill themselves 8x more than women....but women want equality (without equal responsibility) becuz feels n stuff. So proud so brave. Go lecture China.,Mon Mar 09 07:01:31 +0000 2020,JPHorn7,73,0,0,,,,"Texas, USA"
1236909984929153024,1,"@JackPosobiec Well its not as if ""the world"" told China to let the virus escape from their secret lab.",Mon Mar 09 07:01:35 +0000 2020,analysis_sa,206,0,0,,,,
1236910006827732992,1,"Asian stock markets tumble after oil prices crash
Stock markets remain on edge from oil price war and weak economic data due to the coronavirus spread.
https://t.co/Ltq7onloXC https://t.co/B1PdX03dNY",Mon Mar 09 07:01:40 +0000 2020,kcmohan8423,10,0,0,,,,
1236910035059400704,1,"@CGTNOfficial blame china for everything, so I have no fault",Mon Mar 09 07:01:47 +0000 2020,allencharp,15,0,2,,,,
