id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1220843412548489216,1,"@realDonaldTrump Medical Supplies to Wuhan? N95 , 3M1860, 1870,1805, 3M4565? Wuhan has 9 million population. Any wholesalers , air cargo, medical supplies company can help??? It’s a war for life not for trade. PLEASE HELP! Coronavirus War from China to worldwide! God bless America!",Fri Jan 24 22:58:46 +0000 2020,DrWang62097984,14.0,0.0,1.0,,,,
1220843130561286145,2,"Everything made in China is poor in quality. Even the lab thats supposed to secure the virus is. 

Why am I not surprised?
#MadeInChina https://t.co/tDansIutqU",Fri Jan 24 22:57:39 +0000 2020,DarthMao,193.0,0.0,0.0,121.09037325,14.278016800000001,"Santa Rosa City, Calabarzon, Republic of the Philippines",Philippines
1220842969932206080,1,Fear of Virus Ruins the ‘Happiest Day’ for Millions of Chinese https://t.co/XpevDX70Nc,Fri Jan 24 22:57:00 +0000 2020,USCPF,1321.0,0.0,0.0,,,,"Washington, DC"
1220842973040128001,1,@DaddyWarpig And it's highly likely that China was  genetically manipulating another coronavirus strain in the BLS-4 lab at Wuhan and had an accident which released it.,Fri Jan 24 22:57:01 +0000 2020,MikeSixEight,559.0,1.0,3.0,,,,
1220842676414607360,1,The Chinese certainly don’t fuck about. Diggers onsite in Wuhan to build a state of the art hospital to treat coronavirus patients. Here we still can’t decide where to build a new Shellharbour Hospital. #auspol https://t.co/HesFqzaCUb,Fri Jan 24 22:55:50 +0000 2020,GinoMandarino,836.0,0.0,2.0,,,,"Wollongong, New South Wales"
1220842462471774215,2,"@love_n_thunder @BerkayTan10711 The local government in Wuhan / Hubei really sucks. However, there are already hundreds of experienced Doctors ( many of them fighted with SARS in 2003) in army be sent to Wuhan yesterday from all the other parts in China, and it’s believed there will be more on the way there.",Fri Jan 24 22:54:59 +0000 2020,Natnat5751,11.0,0.0,5.0,,,,"Toronto, Ontario"
1220842190047535105,1,"Since originating in Wuhan, the coronavirus has spread to Thailand, South Korea, Japan, Singapore, Taiwan and the United States. As of Friday, at least 26 people had died of the coronavirus in China, where 13 cities have been placed on lockdown. https://t.co/cYasEevCMt",Fri Jan 24 22:53:54 +0000 2020,healthierphilly,1111.0,0.0,0.0,,,,"Philadelphia, PA"
1220842046723907584,1,"China's top virus lab is in Wuhan, the center of the outbreak https://t.co/GOBapScCNi",Fri Jan 24 22:53:20 +0000 2020,WSLTP,134.0,0.0,0.0,,,,Hong Kong
1220842055817220096,1,"China should take back their hands from Hong Kong! Their administration is not applicable in Hong Kong. Under the control of CCP China, there are black death, swine problems, now is Wuhan coronavirus! https://t.co/UGBjcdMGnc",Fri Jan 24 22:53:22 +0000 2020,BrownCheong,261.0,0.0,0.0,,,,
1220841716351225856,1,"In 2002, China was in denial and concealed the existence of Sars not merely from the outside world but from its own people. Though the diseases are similar – Sars and the new Wuhan virus are from the same coronavirus family, and both attack the lungs...
https://t.co/xsNS69snGd",Fri Jan 24 22:52:01 +0000 2020,bett3r,1545.0,0.0,0.0,,,,YYZ
1220841739793072128,2,The outbreaks of both the Wuhan coronavirus and SARS started in Chinese wet markets. Photos show what the markets look like. (dogs in cages waiting to be slaughtered) https://t.co/Dqejm0d0E8 via @businessinsider,Fri Jan 24 22:52:07 +0000 2020,KittyLenoir,3280.0,0.0,0.0,,,,"Tennessee, USA"
1220841809544241153,1,"China's top virus lab is in Wuhan, the center of the outbreak https://t.co/9VxRZ69zyO",Fri Jan 24 22:52:24 +0000 2020,porterworld,80.0,0.0,0.0,,,,"New South Wales, Australia"
1220841621551489025,1,The outbreaks of both the Wuhan coronavirus and SARS started in Chinese wet markets. Photos show what the markets look like. https://t.co/Dqejm0d0E8 via @businessinsider,Fri Jan 24 22:51:39 +0000 2020,KittyLenoir,3280.0,0.0,0.0,,,,"Tennessee, USA"
