id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1267592209051910151,1,@SpokespersonCHN China stands with Africans?  Ha!  China put up signs prohibiting Africans from entering businesses during COVID19 and the worst humanitarian treatment of their own people. We see through your lies.,Mon Jun 01 23:01:48 +0000 2020,Causeygyrl,287,0,0,,,,
1267592224637890571,2,'Didn't know it's virus reservoir': Chinese travel blogger forced to apologize for eating BAT on camera (VIDEO) — RT World News https://t.co/aTvp7RL7AY,Mon Jun 01 23:01:51 +0000 2020,WilbyDavid,51,0,0,,,,"Collingwood, Ontario"
1267592234859483139,1,"More protest tips from Hong Kong we need to recognize how kind they are to us after our country tried to blame China for corona, however I guess we are both standing up to our leaders right now https://t.co/L0g9jDmS8o https://t.co/b33KR9Smkj",Mon Jun 01 23:01:54 +0000 2020,marielleheller,387,0,0,,,,she/her
1267592247215714305,3,"@realDonaldTrump CHINA didn't make, or  build the Covid-19. Just more lies. If your mouth is moving, your lying!!!! I more thing I don't think the National Guard has thousands and thousands and thousands of enlisted. Then again you wouldn't know anything about the military. Right?!?!",Mon Jun 01 23:01:57 +0000 2020,BrianH2083,0,0,0,,,,
1267592264647274497,1,"Black lives matter. Of course they do. I’m half black, part Asian and white. I have experienced racism. But I do not agree with anyone breaking social distancing rules to protest about it. There are other ways you can get your point across at this moment in time.",Mon Jun 01 23:02:01 +0000 2020,BabyfaceLau,1496,0,0,-123.123581,49.25763900000001,"Vancouver, British Columbia, Canada","London, England"
1267592364027252737,2,"Is this a country that would make a killer virus do you think. 

China ‘considering plans to genetically-modify soldiers to make army of Terminator-style troops’

https://t.co/TPEEo5Jp0p",Mon Jun 01 23:02:24 +0000 2020,lindainthesky1,202,0,0,,,,
1267592506486775824,1,"@LivingKnowledge @BayBoater4Trump @Scattermae777M @cjtruth YES. It was a very lethal strain called Corona Virus 17. Which is spread thru fluids or water.
It got into dirty water at the fish market in China. Where people became very sick and some died.",Mon Jun 01 23:02:58 +0000 2020,boostmyfuel,10266,0,0,,,,"Kansas City, MO"
1267592614829715461,1,"@nikki_miumiu @99_secretgarden @officialHKIBC For example for Chinese virus, can the international trust letter be faise ?",Mon Jun 01 23:03:24 +0000 2020,yeung_321,209,0,1,,,,。
1267592725030936580,1,"@somefirefly @kohltonmiller @indyfromspace I hope so. The UN (and by extension the WHO) ignores Taiwan, the country which provided evidence of human-spread COVID back when no one believed it. The CCP is and has been a growing threat in the world, and needs to be contained, eliminated, and reformed.",Mon Jun 01 23:03:51 +0000 2020,random_andrew,21,0,0,,,,
1267592813375561730,1,Trump basically just declared a civil war from his rose garden! #russia #china rush to aid the underdogs #TrumpDeathToll100K #covid19 #JusticeForGeorgeFloydSPREAD,Mon Jun 01 23:04:12 +0000 2020,eriksarwar,53,0,1,,,,"London, England"
1267592913250287616,1,"@realDonaldTrump The USA can handle the unrest The Communist block is responsible for the unrest they are sitting back having a laugh at us covid 19 came from China they want anarchy in the West let's not give in to them, cool heads a steady hand  Scottish roots bravery in the face of adversity",Mon Jun 01 23:04:35 +0000 2020,DunphyShort,5,0,0,,,,
1267592913661411339,1,"Good news for BAME people. Someone leaked a document from 10 downing street and SAGE. You're now collateral damage.  Looks like China, USA and UK really were working on a Coronavirus to wipe out BAME people!  You got sod all chance of making it here or USA or China.",Mon Jun 01 23:04:36 +0000 2020,Phase2020,1,0,0,,,,
1267593098416271360,1,"Literally just a few weeks ago, mainland Chinese were banning black people from entering restaurants, and businesses, cuz they blamed them for the spread of the coronavirus.

China has some FUCKING balls, bruh. https://t.co/rAGAYS7Kw4",Mon Jun 01 23:05:20 +0000 2020,UprightOrc,717,1,1,,,,"Houston, TX"
