1266445012901953545,@chenweihua @ianbremmer @WHO #ChinaLiedPeopleDied #ChineseVirus,ChinaLiedPeopleDied ChineseVirus,und,Fri May 29 19:03:15 +0000 2020,865064877769056256,Dustin J,,,,"New York, USA"
1266445255425097731,"#plandemic #scamdemic #nwo #BillGates #rockefeller #CDC #CCPVirus #comunistpropaganda #FacialRecognition #vaccines #tracking 

Food Hyperinflation Begins (985) https://t.co/WlehysL9vb via @YouTube https://t.co/lyj4AbcQb4",plandemic scamdemic nwo BillGates rockefeller CDC CCPVirus comunistpropaganda FacialRecognition vaccines tracking,en,Fri May 29 19:04:12 +0000 2020,974942788927270912,🇮🇹renderit.uk@gmail.com,,,,Italy
1266445774944116740,"Must watch this video ! It's time for all of us to unite for India, for us, for our future. By doing this we will be able to showcase our two enemies #China &amp; #Pakistan what we #Indians are capable of. #BoycottChina #Bycottmadeinchina #coronavirus #ChinaIndiaFaceoff #IndianArmy https://t.co/n1VM9k7rn6",China Pakistan Indians BoycottChina Bycottmadeinchina coronavirus ChinaIndiaFaceoff IndianArmy,en,Fri May 29 19:06:16 +0000 2020,773563542524030976,shivam Khandelwal,,,,India
1266450548615675904,Finally some good news. #China #ChinaLiedPeopleDied #ChineseVirus #WhiteHouse #FreeChina #FreeHongKong #SanctionChina #SanctionCCP #WHO,China ChinaLiedPeopleDied ChineseVirus WhiteHouse FreeChina FreeHongKong SanctionChina SanctionCCP WHO,en,Fri May 29 19:25:14 +0000 2020,360747248,🐉 Dariusz G. Jagielski 🐉,,,,/dev/null
1266451052078878720,"@DrTedros @CarlosAlvQ Looks like we are done with you #CCP Puppet 

@WHO #ChineseCommunistParty #ChineseBioterrorism #ChinaLiedPeopleDied https://t.co/rJuN5XV2nw",CCP ChineseCommunistParty ChineseBioterrorism ChinaLiedPeopleDied,en,Fri May 29 19:27:14 +0000 2020,9256422,Ann Marie Michaels,,,,"Los Angeles, CA"
1266456529273630720,RT @renderitUK: #plandemic #scamdemic #nwo #BillGates #rockefeller #CDC #CCPVirus #comunistpropaganda #FacialRecognition #vaccines #trackin…,plandemic scamdemic nwo BillGates rockefeller CDC CCPVirus comunistpropaganda FacialRecognition vaccines,und,Fri May 29 19:49:00 +0000 2020,1170436377432821760,randy kinder,,,,bc western 
1266456604322533376,@LydiaAshes @AP @realDonaldTrump Horseshit.  The WHO knew in December that it was transmissible person to person.  China allowed international flights into and out of Wuhan for weeks after closing travel from Wuhan to the rest of China.  #WHOLiedPeopleDied #ChinaLiedPeopleDied,WHOLiedPeopleDied ChinaLiedPeopleDied,en,Fri May 29 19:49:18 +0000 2020,876079755551965184,Dellamorte,,,,Buffalora
1266457673819549696,"🔘 US President

🔸️China Has Total Control Over WHO

🔸️USA Is Terminating Relationship With WHO

🔸️World Needs Answers From China On Virus

🔸️China Conducts illicit espionage to steal US Industrial Secrets,So Proclamation Issued To Ban Entry Of Some Chinese
#BoycottChina https://t.co/KZQeox0AhR",BoycottChina,en,Fri May 29 19:53:33 +0000 2020,37402601,Arun Sharma,,,,"New Delhi, India"
1266457699442704389,"@JackPosobiec TRUE  

#ChinaVirus 
#ChinaLied 

Trump stopped all flights from China saving millions of lives

#TrumpBestPresidentEVER 🇺🇸❤️✝️  

#TrumpBestPresidentEVER 🇺🇸❤️✝️
  #TrumpBestPresidentEVER 🇺🇸❤️✝️ 
 #TrumpBestPresidentEVER 🇺🇸❤️✝️",ChinaVirus ChinaLied TrumpBestPresidentEVER TrumpBestPresidentEVER TrumpBestPresidentEVER TrumpBestPresidentEVER,en,Fri May 29 19:53:39 +0000 2020,816433712070004736,cne wlms,,,,"Georgia, USA"
1266457914354647040,"#ChinaLied
#PeopleDied https://t.co/FXFqpbWvO6",ChinaLied PeopleDied,und,Fri May 29 19:54:31 +0000 2020,3494008336,🇺🇸Dee Dee 🇺🇸,,,,"Larose, LA"
1266458084744081408,"#ChinaLied
#PeopleDied https://t.co/piAu6R7f5r",ChinaLied PeopleDied,und,Fri May 29 19:55:11 +0000 2020,3494008336,🇺🇸Dee Dee 🇺🇸,,,,"Larose, LA"
1266384244357705728,@EricRWalters2 These ANTIFA sponsored #Minneapolisprotests are all to deflect China's involvement with the DNC &amp; the NWO #ChinaLiedAndPeopleDied #COVID19 crisis‼️🤬,Minneapolisprotests ChinaLiedAndPeopleDied COVID19,en,Fri May 29 15:01:46 +0000 2020,784817806898364416,Lindy Kay Trump Lion⭐⭐⭐,,,,"Florida, USA"
1266391076580941824,"#CCPChina #CCP #China is #Virus to the world, please #StandWithHongKong #StandwithHK #HongKong #FightForFreedom #FreeHongKong #5DemandsNot1Less #HongKongProtests #HongKongProtest #BoycottChina #CCPLiedPeopleDied #MakeChinaPay #CCPChinaJudgmentDay https://t.co/8pcuXgH5oz",CCPChina CCP China Virus StandWithHongKong StandwithHK HongKong FightForFreedom FreeHongKong 5DemandsNot1Less HongKongProtests HongKongProtest BoycottChina CCPLiedPeopleDied MakeChinaPay CCPChinaJudgmentDay,en,Fri May 29 15:28:55 +0000 2020,37568968,HML,114.19785415,22.3916338,"Sha Tin District, Hong Kong, Hong Kong",Hong Kong
1266391245389086720,"@SexCounseling @realDonaldTrump Chinese Virus!
#ChinaLiedPeopleDied #Chinazi",ChinaLiedPeopleDied Chinazi,en,Fri May 29 15:29:35 +0000 2020,1165099601738661889,San W,,,,Hong Kong
1266391581055041536,"@washboard61 @KarcichTeresa @cpilk5304 @AndyOstroy @realDonaldTrump The WHO helped China hide the facts about the virus. How was Trump to work with them?#ChinaLiedAndPeopleDied also, look where most of the deaths came from, Democratic states. Cuomo is responsible for all the retirement community deaths as are other governors that did the same.",ChinaLiedAndPeopleDied,en,Fri May 29 15:30:55 +0000 2020,97126899,mike,,,,California
1266392461838036992,"RT @hyd_ninja: #BoycottChina #BoycottMadeInChina #ChinaVirus 

I will not buy any goods which are #madeinchina",BoycottChina BoycottMadeInChina ChinaVirus madeinchina,en,Fri May 29 15:34:25 +0000 2020,952144602139471872,🇮🇳 Dhanrajsinh Jadeja 🇮🇳,,,,"Gondal, Gujarat"
1266392489776361473,"@globaltimesnews China made #chinesevirus 
China Vs World 
#communistvirus",chinesevirus communistvirus,en,Fri May 29 15:34:32 +0000 2020,3196668596,Nishith Agrawal,,,,India
1266392518310191106,@realDonaldTrump China contaminé aux virus de l'idéologie malade #xijiping  #chinabiologiqueterorist #chinakillpeuple #ChinaLiedAndPeopleDied https://t.co/qWhCTvdshD,xijiping chinabiologiqueterorist chinakillpeuple ChinaLiedAndPeopleDied,fr,Fri May 29 15:34:39 +0000 2020,1096153933133856768,nagyz_atajurt_kazak_france,,,,"Paris, France #EastTurkistan "
1266396336217341952,"#LeiDaCensuraNao 

100 mil mortes!
Massacre mundial PERPETUADO PELO #VirusChines E #ChinaLiedPeopleDied!
Lembrem-se! #Genocídio GLOBAL financiado e apoiado pela #ESQUERDA! 

https://t.co/16LiJc3378",LeiDaCensuraNao VirusChines ChinaLiedPeopleDied Genocídio ESQUERDA,pt,Fri May 29 15:49:49 +0000 2020,1144310776800436225,Wagner Mota - Seriedade + Geek,,,,"São Paulo, SP (DitaDoria)"
1266396563510722561,Congrats NY Dems...Your Gov is doing a Great job handling the #ChineseVirus #CCPVirus  https://t.co/hq8z71tv5c,ChineseVirus CCPVirus,en,Fri May 29 15:50:43 +0000 2020,939163844517052416,DaFree33,,,,"NorCal, USA"
1266397020094332930,#FreeHongKong #ChineseVirus #ChinaLiedPeopleDied https://t.co/IbL2vq9B42,FreeHongKong ChineseVirus ChinaLiedPeopleDied,und,Fri May 29 15:52:32 +0000 2020,850751071811239937,🇺🇸Steven Ciskie🇺🇸🇭🇰,,,,"Florida, United States"
1266397094937534466,"@realDonaldTrump #chinesevirus 
#chinesebioterrorism
#chinavsWorld 
#makepaychina
#Punishchina
@DrTedros #chinesebioterrorrist 
#arresttedros #CorruptWHOoficials
#CCP_is_terrorist 
#chinamustexplain
#CCPVirus 
#communistvirus 
#Wuhanlabvirus
#sytheticvirus
#madeinchinavirus https://t.co/nFzBf0Qj8d",chinesevirus chinesebioterrorism chinavsWorld makepaychina Punishchina chinesebioterrorrist arresttedros CorruptWHOoficials CCP_is_terrorist chinamustexplain CCPVirus communistvirus Wuhanlabvirus sytheticvirus madeinchinavirus,und,Fri May 29 15:52:50 +0000 2020,3196668596,Nishith Agrawal,,,,India
