1243163041417445377,"【白宮聯署X2】
1)請求特朗普總統向中国就武漢肺炎事件問責聯署：
https://t.co/7LpU6O6WJF

2)請求美國代香港人向中共追討因武漢病毒造成的損失聯署:
https://t.co/1oQAh15JGi

聯署程序：簽署&gt;查電郵&gt;確定簽署&gt;廣傳

#MakeChinaPay
#petition
#antichinazi
#ChineseVirus 
#COVID19 
#liberateHK https://t.co/dauTUW4fDC",MakeChinaPay petition antichinazi ChineseVirus COVID19 liberateHK,https://petitions.whitehouse.gov/petition/petition-president-donald-trump-hold-chinas-government-accountable-coronavirus https://petitions.whitehouse.gov/petition/request-reparation-behalf-hong-kong-people-loss-due-chinese-virus,zh,Thu Mar 26 13:09:00 +0000 2020,914137437642702853,夜雪,,,,Hong Kong
1243163347970863105,@thehill You mean like getting countries to tell the truth about the Chinese government's cover up of the virus. Damn right the virus be named #WuhanCoronaVirus #ChineseCoronaVirus #ChineseWuhanVirus #ChinaLiedPeopleDied,WuhanCoronaVirus ChineseCoronaVirus ChineseWuhanVirus ChinaLiedPeopleDied,,en,Thu Mar 26 13:10:13 +0000 2020,164388165,Elisabeth,,,,U.S.A.
1243163498881765377,"The #ChineseWuhanVirus is turning out to be profitable to China's economic growth
#coronavirus
#ChineseVirusCorona #ChineseBioWeapon_Corona
#ChinaLiedPeopleDied

https://t.co/Qa4N5xihet",ChineseWuhanVirus coronavirus ChineseVirusCorona ChineseBioWeapon_Corona ChinaLiedPeopleDied,https://m.timesofindia.com/world/europe/spain-buys-medical-equipment-worth-432-million-euros-from-china/articleshow/74815219.cms?utm_source=twitter.com&utm_medium=social&utm_campaign=TOIDesktop,en,Thu Mar 26 13:10:49 +0000 2020,852908704370446340,आत्मनिर्भर,,,,India
1243163880919937024,"RT @noahgodwin13: Fuck You China 
Whole World Is Suffering Because Of You 
#ChineseVirusCorona
#ChinaLiedPeopleDied
#CKMKB
 https://t.co/FW…",ChineseVirusCorona ChinaLiedPeopleDied CKMKB,,en,Thu Mar 26 13:12:20 +0000 2020,1239228326079655936,FrankyChan,,,,香港
1243164019487211520,"RT @4URThoughtsAust: #ChinaVirus 
#ChinaLiedPeopleDied
Make China Pay &amp; Make it BIG! https://t.co/O22dqlrWWp",ChinaVirus ChinaLiedPeopleDied,,en,Thu Mar 26 13:12:53 +0000 2020,1036423428989833216,Roy Reckons,,,,ACT Australia
1243164157748195329,"RT @TheMinioness: @ANI The utter shamelessness. 
#ChineseVirus #ChinaLiedPeopleDied https://t.co/p9VykzXOau",ChineseVirus ChinaLiedPeopleDied,,en,Thu Mar 26 13:13:26 +0000 2020,704724736081694720,Ajay P Shetty 🚩🔱,,,,"Bengaluru, India"
1243168599444881408,"@globaltimesnews First spread the virus and then sell medical supplies. 
Ita perfectly working for China. 
#ChinaLiedPeopleDied",ChinaLiedPeopleDied,,en,Thu Mar 26 13:31:05 +0000 2020,592450187,Outsider - Dipendra Khati 🇮🇳,,,,#Gorkhaland
1243168641115250688,"RT @jenniferatntd: Hospital refuses to admit #CCPVirus patient as they want to keep ""zero new case"" record. Upset family starts a fight wit…",CCPVirus,,en,Thu Mar 26 13:31:15 +0000 2020,527606162,KHAIRUL,,,, bukit mertajam & kelantan
1243168675227557890,"RT @EnzoMazak: Play of the Game. #ChinaLiedAndPeopleDied
#ccpvirus aka #chinesevirus https://t.co/AlnrP5jRrY",ChinaLiedAndPeopleDied ccpvirus chinesevirus,,en,Thu Mar 26 13:31:23 +0000 2020,1294777304,HK : Food : Freedom 🎗,,,,Hong Kong
1243168741443002369,@ONviuvrXH1R0ZAJ @pranjultweet @realDonaldTrump You people only know what that Winnie-the-Pooh tells you. #ChinaVirus #ChinaLiedPeopleDied #ChineseVirus https://t.co/Xvr5VL6lZ7,ChinaVirus ChinaLiedPeopleDied ChineseVirus,,en,Thu Mar 26 13:31:39 +0000 2020,398650381,Siddhart,,,,"Montijo, Portugal"
1243169081622233088,"#CCPVirus creating nightmares for patients waiting for life-changing operations
https://t.co/AYiBBr1JL8",CCPVirus,https://www.theepochtimes.com/patients-bumped-by-covid-19-face-anxiety-as-health-system-scrambles-for-alternatives_3285630.html,en,Thu Mar 26 13:33:00 +0000 2020,97673156,Epoch Times Canada,,,,Canada
1243169157475995648,"RT @DipendraDipzo: @globaltimesnews First spread the virus and then sell medical supplies. 
Ita perfectly working for China. 
#ChinaLiedPeo…",,,en,Thu Mar 26 13:33:18 +0000 2020,2987029188,શિ𝖛𝖆𝖒,,,,"ખાડિયા, કર્ણાવતી "
1243169383062650882,"@LibertariaMujer Hi Muja from Peru, we need your Voice, Please sign the Petition https://t.co/3eTwGpJCVt #ChinaLiedAndPeopleDied Stop #China propaganda Thank’s a million for RT 🙏😇 https://t.co/Jrh9sSr4Te",ChinaLiedAndPeopleDied China,https://petitions.whitehouse.gov/petition/petition-president-donald-trump-hold-chinas-government-accountable-coronavirus,en,Thu Mar 26 13:34:12 +0000 2020,1098975950769930242,Isabella,,,,Poland
1243169912106782721,"RT @freestream_in: This is how the Communist Party of China has devastated the whole world.
#ChinaVirus #CCPVirus #Communism https://t.co/N…",ChinaVirus CCPVirus Communism,,en,Thu Mar 26 13:36:18 +0000 2020,1092820808173531138,Sidharth Singh,,,,"Iowa, USA"
1243174466999463938,#ChinaLiedPeopleDied #ChineseVirus #COVID2019 https://t.co/4UfON6VOj2,ChinaLiedPeopleDied ChineseVirus COVID2019,https://twitter.com/BrettEverest/status/1243160202490322948,und,Thu Mar 26 13:54:24 +0000 2020,1104742489972449280,Winstona Smith,,,,Scotland
1243174492551208960,#ChineseWuhanVirus #ChinaLiesPeopleDie #China_is_terrorist https://t.co/ngFMTLp5pb,ChineseWuhanVirus ChinaLiesPeopleDie China_is_terrorist,https://twitter.com/Ra_Bies/status/1243145547763970050,und,Thu Mar 26 13:54:30 +0000 2020,73346287,Senna 🈺,,,,On this planet called Earth ♎
1243174617692409856,"@NihaMasih What's the going rate for supporting CCP?

#ChinaVirus 
#ChinaMustPay 
#ChinaLiedPeopleDied https://t.co/YfbHmh7NUi",ChinaVirus ChinaMustPay ChinaLiedPeopleDied,,en,Thu Mar 26 13:55:00 +0000 2020,753711967244685312,Devi Prasad Rao 🇮🇳,,,,India
1243174735631896576,"RT @freestream_in: This is how the Communist Party of China has devastated the whole world.
#ChinaVirus #CCPVirus #Communism https://t.co/N…",ChinaVirus CCPVirus Communism,,en,Thu Mar 26 13:55:28 +0000 2020,3237595786,Senior Citizen,,,,India
1243174739910078464,@Abhina_Prakash Once this is all over..and it will be some day...I urge all the sensible countries to join hands together and fuck China #fuckChina #ChinaLiedPeopleDied,fuckChina ChinaLiedPeopleDied,,en,Thu Mar 26 13:55:29 +0000 2020,123218887,Himanshu Kumar,,,,"Gurgaon, India"
1243174844943880193,"RT @hinatanococo: It's not the first time #ChinaLied.　#ChineseVirus #Covid19 
CCP tries to rewrite history again. The same old propaganda.…",ChinaLied ChineseVirus Covid19,,en,Thu Mar 26 13:55:54 +0000 2020,9246032,上山和樹,,,,神戸 Kobe
1243174848756514826,"Lovely, hope nations across start banning Chinese products! #ChinaLiedPeopleDied #ChineseVirus https://t.co/77XBhMoAev",ChinaLiedPeopleDied ChineseVirus,https://twitter.com/MacaesBruno/status/1243134029928554496,en,Thu Mar 26 13:55:55 +0000 2020,1160118577157902336,Bengaluru Hudga,,,,Bengaluru
1243174874002137088,"RT @INDIAanu: #ChineseVirus19 #ChineseWuhanVirus #China

 This is the truth....#ChinaLiedPeopleDied",ChineseVirus19 ChineseWuhanVirus China ChinaLiedPeopleDied,,en,Thu Mar 26 13:56:01 +0000 2020,14744312,Deepak Paneri,,,,India
1243174966209716227,"RT @kshamaLively: महामारी का चेहरा।

#WuhanVirus #WuhanCoronaVirus #CoronaLockdown #ChinaLiedPeopleDied #ChinaVirus19 #ChinaVirus https://t…",WuhanVirus WuhanCoronaVirus CoronaLockdown ChinaLiedPeopleDied ChinaVirus19 ChinaVirus,,hi,Thu Mar 26 13:56:23 +0000 2020,367917292,D. K. Singh,,,,"Bengaluru, India"
1243175033263894530,"RT @dharmicverangna: Repeat after me: It is #ChineseVirus 

#WuhanVirus #ChinaLiedPeopleDied https://t.co/RWYvoU2EQ1",ChineseVirus WuhanVirus ChinaLiedPeopleDied,,en,Thu Mar 26 13:56:39 +0000 2020,872116531,Vishal,,,,New Delhi
1243175054277476353,RT @Nami_fight4life: How much do you got to propagate #ChineseLies ???? #ChinaLiedPeopleDied #ChineseVirus,ChineseLies ChinaLiedPeopleDied ChineseVirus,,en,Thu Mar 26 13:56:44 +0000 2020,2519467770,#EndAnimalSacrifices 🇮🇳,,,,#NationFirst 
