1237274047471370240,https://t.co/oucGt6IJoa #ChinaCoronaVirus #ChineseCoronaVirus #WuhanVirus,ChinaCoronaVirus ChineseCoronaVirus WuhanVirus,https://www.tierneyrealnewsnetwork.com/post/real-news-about-the-wuhan-virus,und,Tue Mar 10 07:08:15 +0000 2020,1202775256781471744,🌹Jolene🌹,,,,Down Town
1237274068446932992,RT @HimalayaSquad: 班農作戰室EP-37 川普总统的丘吉尔时刻，美国应该加强措施 #TakeDownCCP  #WuhanCoronavirus #CCPVirus https://t.co/TvkI5tsXFv,TakeDownCCP WuhanCoronavirus CCPVirus,,zh,Tue Mar 10 07:08:20 +0000 2020,3282592074,文清小妹,,,,"California, USA"
1237274483838160897,"RT @EnzoMazak: In recent #CoronavirusOutbreak, we’ve witnessed how selfish #chinazi #CCP politically &amp; financially disrupted the supply cha…",CoronavirusOutbreak chinazi CCP,,en,Tue Mar 10 07:09:59 +0000 2020,721628423160877056,i_r_i_s,,,,"San Francisco, CA"
1237274579544018944,RT @kertime: #covid19 #coronavirus #WuFlu current case incidence curves- unless citizens of all countries begin aggressive isolation/preven…,covid19 coronavirus WuFlu,,en,Tue Mar 10 07:10:21 +0000 2020,811768906301968384,🇺🇸Captain🇺🇾Liberty🇫🇷,,,,SOUTHERN CONE
1237279662805401600,"RT @SYC999: 伊朗這個被一群神棍統治的國家撒謊和CCP是一樣的‼️這位護士乞求道:拜託,為了上帝的愛,不要從家中出來……自從今天早上以來,有100人在我眼前喪生‼️
千萬不要相信CCP和伊朗政府所提供的 #coronavirus 的死亡數字‼️
#CCPVirus
#…",coronavirus CCPVirus,,zh,Tue Mar 10 07:30:33 +0000 2020,1201545155360116737,Kafka,,,,Limbo
1237279672490242049,"RT @Angel40319349: #testvirusnow #coronavirususa
@realDonaldTrump 
#ncyt fast n accurate",testvirusnow coronavirususa ncyt,,en,Tue Mar 10 07:30:36 +0000 2020,1732295618,Walsh,,,,England
1237280053286916101,"RT @kertime: #covid19 #coronavirus #WuFlu Italy's new cases (hint: take this virus seriously, take precautions!): https://t.co/qWRLBuR0oB",covid19 coronavirus WuFlu,,en,Tue Mar 10 07:32:06 +0000 2020,811768906301968384,🇺🇸Captain🇺🇾Liberty🇫🇷,,,,SOUTHERN CONE
1237280363937968128,"RT @Jay04195884: @realDonaldTrump Trump, after he figured corona effect men more than women!
#DONOTHINGTRUMP 
#coronavirususa #CoronavirusC…",DONOTHINGTRUMP coronavirususa,,en,Tue Mar 10 07:33:20 +0000 2020,1202565427848724480,Rose Webb 🗽🇺🇸🍑🌈🌷🕸,,,,"Galesburg, IL"
1237285546835107845,COVID-19: 58 Indians brought back from Iran https://t.co/Ms21S536Mr #Iran #IranFightsCorona #irancoronavirus #India #CoronavirusOutbreak #Coronavid19 #Corona #coronavirusinindia #COVID2019 #COVID #COVID19 #IAF #Hindon #WuhanCoronavirus #China #ChinaCoronaVirus,Iran IranFightsCorona irancoronavirus India CoronavirusOutbreak Coronavid19 Corona coronavirusinindia COVID2019 COVID COVID19 IAF Hindon WuhanCoronavirus China ChinaCoronaVirus,https://Thenews21.com/covid-19-58-indians-brought-back-from-iran,en,Tue Mar 10 07:53:56 +0000 2020,1168043884246515712,TheNews21,,,,"Mumbai, India"
1237286139733528576,"RT @EnzoMazak: In recent #CoronavirusOutbreak, we’ve witnessed how selfish #chinazi #CCP politically &amp; financially disrupted the supply cha…",CoronavirusOutbreak chinazi CCP,,en,Tue Mar 10 07:56:18 +0000 2020,1163748173585588224,Yvette 😷,,,,Hong Kong
1237286194951516160,"Chinese stocks rise as President Xi Jinping visits Wuhan after they’ve been able to lower the spread where it all started. The draconian way has actually helped China’s overall situation. #coronavirus #china #武汉 #习近平 #ChinaCoronaVirus 

https://t.co/vm39NErdXr",coronavirus china 武汉 习近平 ChinaCoronaVirus,https://www.google.com/amp/s/www.cnbc.com/amp/2020/03/10/coronavirus-live-updates-china-reports-19-new-cases-italy-quarantines.html,en,Tue Mar 10 07:56:31 +0000 2020,24319299,Avi 马安石,,,,LA | TPA | Vegas
1237487830034759685,"Purell Instant Hand Sanitizer W/aloe, 4-oz. Flip-cap Bottle https://t.co/LMYWyyHMii ad #coronavirus #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #Covid_19 #CoronaOutbreak #COVID19 #WuhanFlu #ChinaVirus #handsanitizer",coronavirus virus CoronavirusOutbreak COVID2019 wuhanvirus CoronavirusUSA pandemic SARSCoV2 china wuhan flu Covid_19 CoronaOutbreak COVID19 WuhanFlu ChinaVirus handsanitizer,https://amzn.to/2W0Ycvi,en,Tue Mar 10 21:17:44 +0000 2020,846210311631851520,Q Style ⭐️⭐️🇺🇸🇺🇸,,,,United States
1237494687553871872,吊你老母武漢肺炎 #COVID19 #WuhanPneumonia #ChinaCoronaVirus,COVID19 WuhanPneumonia ChinaCoronaVirus,,ja,Tue Mar 10 21:44:59 +0000 2020,365403210,💙💙💙Kenjo Chan💛💜💛💜💛,,,,"Auckland, New Zealand"
1237319978333790208,"Coronavirus is not gonna last very long because it is ""Made in China""

#coronaviruschina #madeinchina #meme #thought #china",coronaviruschina madeinchina meme thought china,,en,Tue Mar 10 10:10:45 +0000 2020,812159956858191872,AGAM DAMARAJU,,,,India
1237320418295287808,"RT @SYC999: 伊朗這個被一群神棍統治的國家撒謊和CCP是一樣的‼️這位護士乞求道:拜託,為了上帝的愛,不要從家中出來……自從今天早上以來,有100人在我眼前喪生‼️
千萬不要相信CCP和伊朗政府所提供的 #coronavirus 的死亡數字‼️
#CCPVirus
#…",coronavirus CCPVirus,,zh,Tue Mar 10 10:12:30 +0000 2020,1228376521422753792,李会,,,,"Yuen Long District, Hong Kong"
1237325661334798341,"RT @hughhewitt: Contrary to the absurd idea that #wuhanvirus is a racist term, it may be a necessary one to prevent an Orwellian rewrite of…",wuhanvirus,,en,Tue Mar 10 10:33:20 +0000 2020,791445473424998400,This GA Belle,,,,"DAWGNation,GA❤️🖤"
1237326012569927681,"@ErikDavis She support #terrorism of #HKPolice and love #China against #America 

You love #Mulan and what's is #FreedomOfSpeech 

#Hollywood star's just like money more than #HumanRights and voice for Africa always and don't voice for #China🤗

#BoycottMulan #PoliceBrutality #BoycottChina https://t.co/zo23Vpw0hp",terrorism HKPolice China America Mulan FreedomOfSpeech Hollywood HumanRights China BoycottMulan PoliceBrutality BoycottChina,,en,Tue Mar 10 10:34:44 +0000 2020,1286023106,Mhkgers😷😷😷三張野,,,,youtu.be/YSUtmDHOIPI
1237326190089777154,RT @PneumoniaWuhan: Nearly 200 North Korea soldiers ‘die from coronavirus’ https://t.co/5exCPm7pLh #coronavirus #covid19 #wuhanpneumonia ht…,coronavirus covid19 wuhanpneumonia,http://dlvr.it/RRbM9J,en,Tue Mar 10 10:35:26 +0000 2020,246590464,Jason Willoughby ⭕,,,,A bunker in middle America
1237326543497592838,"The man observing the destruction unleashed by his own manufactured Wuhan virus. What a pity for #China.

#BoycottChina https://t.co/ugncHMoq7f",China BoycottChina,https://twitter.com/PDChina/status/1237251223805255682,en,Tue Mar 10 10:36:51 +0000 2020,1194910267219611649,Daichi watanbe,,,,Amsterdam
1237332108558958592,https://t.co/KLAAr6nUSj https://t.co/C2u6yGl89w #coronavirusoutbreak #coronavirusuk #coronavirusdeutschland #coronavirususa #coronavirusus,coronavirusoutbreak coronavirusuk coronavirusdeutschland coronavirususa coronavirusus,https://coronavirus-map.com/ https://coronavirus-map.com/europe-coronavirus/deutschland-coronavirus-coronavirus-dwell-data-seventh-graders-from-hesse-must-be-in-quarantine-on-line-de/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,und,Tue Mar 10 10:58:57 +0000 2020,803209612795191296,Coronavirus-Map.com,,,,Email: info@coronavirus-map.co
1237332113101332480,https://t.co/KLAAr6nUSj https://t.co/bEWl00ferK #coronavirusoutbreak #coronavirus #coronavirusuk #coronavirusdeutschland #coronavirususa #coronavid19,coronavirusoutbreak coronavirus coronavirusuk coronavirusdeutschland coronavirususa coronavid19,https://coronavirus-map.com/ https://coronavirus-map.com/usa-coronavirus/dow-location-to-descend-higher-than-200-factors-on-the-commence-following-wednesdays-surge/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,und,Tue Mar 10 10:58:58 +0000 2020,803209612795191296,Coronavirus-Map.com,,,,Email: info@coronavirus-map.co
1237424047358480385,"RT @EnzoMazak: In recent #CoronavirusOutbreak, we’ve witnessed how selfish #chinazi #CCP politically &amp; financially disrupted the supply cha…",CoronavirusOutbreak chinazi CCP,,en,Tue Mar 10 17:04:17 +0000 2020,1173878834430525440,iroro😷,,,,香港
1237428858422525952,"RT @cevretvcomtr: Yeni Koronavirüs Hastalığı’ndan korunma yöntemleri nelerdir?
#coronavirus #china #england #usa #coronavirususa #germany #…",coronavirus china england usa coronavirususa germany,,tr,Tue Mar 10 17:23:24 +0000 2020,1201844922732679168,Kuş Seyyahı (Ali Akar),,,,"İstanbul, Türkiye"
