id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1284201274209075201,1,"Does it equally bother you that Obama allowed more than that to die during the flu out break and waited 6 months before he closed the borders!  Trump didn’t allow people to die, China did!!! https://t.co/D8zfHV4UGt",Fri Jul 17 19:00:17 +0000 2020,Russell58038981,68,0,0,-100.0768885,31.16889350000001,"Texas, USA, United States","Cleveland, TX"
1284201333369839617,1,"@realDonaldTrump I recited Astaghfar 40,000 &amp; going to recite it another 60,000 times for this pandemic World is facing today. So stop blaming China or others. Covid 19 is a punishment by Allah.",Fri Jul 17 19:00:31 +0000 2020,BornLea20762916,7,0,0,,,,Islamic Republic of Pakistan
1284201413803773952,3,"@USPacificFleet @US7thFleet China stolen R&amp;D designs from All countries and done manufacturing .Gives loans to poor Countries and sucks them, threatening neighbors... World must unite and kill this COVID-19 China....",Fri Jul 17 19:00:51 +0000 2020,Amol07142376,74,0,0,,,,
1284201476366241799,1,"@rnmomof7 @RobToner @jlc225 @BuckSexton Like I said if you think this pandemic is fake, teach your own kids &amp; grandkids bc we will teach them about being a brilliant dr like Fauci and teach them not end up dead like 140,000 Americans who were victims of a irresponsible President who believed in a dictator in China.",Fri Jul 17 19:01:05 +0000 2020,MonarrezBlanca,224,0,1,,,,"El Paso, TX"
1284201521329176578,1,"@zerohedge @benbernanke 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:01:16 +0000 2020,bao111333,834,0,0,,,,
1284201597472473088,1,"@JimBridenstine @NASA @NASA_SLS @NASA_Marshall @NASAKennedy 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:01:34 +0000 2020,bao111333,834,0,1,,,,
1284201638870253568,1,"@zerohedge 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:01:44 +0000 2020,bao111333,834,0,0,,,,
1284201673024516097,1,"@GamebredFighter @TeddyAtlasReal 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:01:52 +0000 2020,bao111333,834,0,0,,,,
1284201799218540544,1,"@JonnyBones 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:02:22 +0000 2020,bao111333,834,0,1,,,,
1284201944936931328,2,"I hate when people call COVID stuff like the ""Chinese virus"" or ""Kung flu"" as in the words of trump. it's racist and is making it seem like people can say that stuff which further allows racism towards Asian people.",Fri Jul 17 19:02:57 +0000 2020,xXCherry_SodaXx,5,0,0,,,,
1284202054437789697,2,"@ChineseMuslima @SecPompeo China exports fentanyl to the USA in vast quantities. 

50k Americans die every year because of this ...we all now know someone who died from a fentanyl laced drug. 

And now China exported their coronavirus and deliberately failed to protect other nations.  SICK",Fri Jul 17 19:03:23 +0000 2020,MaireeWendy,7001,0,3,,,,At the Beach 
1284202100990320647,1,"@flyingdancer You support someone who will support Brexit one day and flip another?
Boris didn’t bring the Virus, why don’t make China answerable? The most travelled countries will have huge impact like in 1918 FLU pandemic which costed 50m+ lives. Stop blaming Boris which mean you have no clu",Fri Jul 17 19:03:34 +0000 2020,_VinoP,1258,0,0,,,,United Kingdom
1284202473918357505,1,@Reuters The WHO will be on a mission not for origins of the virus but to cover up and eliminate whatever evidence is left linking them to China..,Fri Jul 17 19:05:03 +0000 2020,last_sydney,86,0,0,,,,Somewhere near
1284202716743385088,1,I have been wearing a mack. right ?I want to shit no more 😖 talk shit about China please.? China thank you for another virus? Chyna screw you😖 https://t.co/VOB25bIZyt,Fri Jul 17 19:06:01 +0000 2020,David43315721,103,0,1,,,,"California, USA"
1284202733369606146,1,METALS-Copper steady but virus fears and US-China friction weigh https://t.co/bBxUsI9L63 https://t.co/jpKICa6l5U,Fri Jul 17 19:06:05 +0000 2020,vagnerresearch,267,1,0,,,,
1284202783961255936,1,@realDonaldTrump When USA will punish CHINA 🇨🇳 for using Corona virus as a biological weapon and taking millions of life’s in World ???,Fri Jul 17 19:06:17 +0000 2020,SCS76054809,1,0,1,,,,
1284202847584653312,2,@3sidedstory Know what the hoax is ? Not the existence of the virus .. Its politicizing and assigning blame such as shouting xenophobia after implementation of the China travel ban from the get go In January and repeated afterwards https://t.co/APVvSESZie,Fri Jul 17 19:06:32 +0000 2020,FreedomServed,119,4,2,,,,"Las Vegas, USA"
1284202935845400577,1,"@Peopleafteru @tedlieu Wasn't it Dems who did shit like planting C-19 patients in nursing homes, telling people to ""get out on the town despite Coronavirus"" and ""Come to China Town,"" or allowing a 27,000-runner marathon, or protesting en masse, or, as Teddy did, attend a crowded robotics event?",Fri Jul 17 19:06:53 +0000 2020,hikermom1234,4587,0,0,,,,United States
1284202972772278272,1,"This Chinese Corona virus really damaged the economies of global super powers, UK included. Will China be asked to pay reparations?

Coronavirus: UK government to end ‘work from home’ guidance https://t.co/wnL8RxQpPK via @YahooFinance",Fri Jul 17 19:07:02 +0000 2020,Demoore90210,5224,1,1,,,,🇬🇧🇳🇬
1284203187147362304,1,"@jaredlholt @jaketapper 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:07:53 +0000 2020,bao111333,834,0,0,,,,
1284203208563404803,1,"@bermel_mary @DebraMAlbert1 @Jim_Jordan @jack Keep the CHINESE VIRUS going long enough to stop presidential debates, to keep Creepy Joe hidden, and to keep the country in abject fear. That’s the plan. Right? It will all be exposed.",Fri Jul 17 19:07:58 +0000 2020,CAPTGEECH191919,163,0,0,,,,Ohio
1284203216532647936,1,"@PeterHuvos @JohnCornyn @POTUS @StateDept @USEmbassySyria 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:08:00 +0000 2020,bao111333,834,0,0,,,,
1284203240976941061,1,"@BrianBe0124 @seanhannity How many of those 140k were from NYC ? From NYC nursing homes ? “YOU PEOPLE” need to step up and be responsible too. NOBODY knew what or how COVID-19 was going to be. Trump has expert advisors, you want to blame someone blame them. They’re the experts, better yet blame CHINA !",Fri Jul 17 19:08:06 +0000 2020,HeyLady1776,402,0,0,,,,The United States of America
1284203275693236225,1,"@MCU_Direct 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:08:14 +0000 2020,bao111333,834,0,0,,,,
1284203313328787457,1,"@statedeptspox 🎺  🎺Pls spread the truth about ccp virus 🎺🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:08:23 +0000 2020,bao111333,834,0,1,,,,
1284203405846761472,1,"@StephenReiss @jaketapper @SorayaMcDonald @TheUndefeated 🎺Pls spread the truth about ccp virus 🎺
 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Chinese virologist accuses Beijing of being covered by coronavirus and fleeing Hong Kong: ""I know how they treat whistleblowers"", telling the world the truth about the virus
https://t.co/zKw3J2Wrr5",Fri Jul 17 19:08:45 +0000 2020,bao111333,834,0,0,,,,
1284203422858780673,1,@luisgoahead @coastal_eddyLB @AndrewPollackFL @PressSec The virus came from China but the Clown who said it's a Hoax and golfing has blood on his hands,Fri Jul 17 19:08:50 +0000 2020,war_donaldson,242,0,0,,,,
