id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1287809978078724100,1,"@medical_xpress @physorg_com @SussexUniPress ""We don't have much time left!"" Wakeup and focus on the virus! Mankind is in great danger because of this CCP Bio weapon!
Do not expect for herd immunity and vaccine under current situation.
Terminate CCP to stop the covid virus!
https://t.co/r8TTs1171V",Mon Jul 27 17:59:59 +0000 2020,R60848444,44,0,0,,,,
1287810045162528768,1,"Mark Meadows, White House chief of staff, announced that new ""therapeutic treatments"" that could be effective in treating the CCP (Chinese Communist Party) Virus (COVID-19), would soon be released. https://t.co/y3oZCpQCI0",Mon Jul 27 18:00:15 +0000 2020,GallawayBob,8,0,0,,,,
1287810061973229573,1,"@timmins316 @OccupySchagen @zoonpolitikonz This @zoonpolitikonz YouTube video is garbage.  Trump's lack of a federal response to the coronavirus pandemic is the whole problem.  MLB won't be playing baseball.

Meanwhile it looks like China isn't paying bribes to Trump, the global Crazy Eddie.
  https://t.co/88c8ta0M9d",Mon Jul 27 18:00:19 +0000 2020,ProgReconstruct,2610,0,0,,,,"Buffalo, NY"
1287810069841707011,1,"@FT ""We don't have much time left!"" Wakeup and focus on the virus! Mankind is in great danger because of this CCP Bio weapon!
Do not expect for herd immunity and vaccine under current situation.
Terminate CCP to stop the covid virus!
https://t.co/r8TTs1171V",Mon Jul 27 18:00:21 +0000 2020,R60848444,44,0,0,,,,
1287810086874812418,1,"@NASA @JimBridenstine @NASAPersevere ""We don't have much time left!"" Wakeup and focus on the virus! Mankind is in great danger because of this CCP Bio weapon!
Do not expect for herd immunity and vaccine under current situation.
Terminate CCP to stop the covid virus!
https://t.co/r8TTs1171V",Mon Jul 27 18:00:25 +0000 2020,R60848444,44,0,0,,,,
1287810112011280385,1,"@NBCNews ""We don't have much time left!"" Wakeup and focus on the virus! Mankind is in great danger because of this CCP Bio weapon!
Do not expect for herd immunity and vaccine under current situation.
Terminate CCP to stop the covid virus!
https://t.co/r8TTs1171V",Mon Jul 27 18:00:31 +0000 2020,R60848444,44,0,0,,,,
1287810117015150598,1,"Pakistan rejected reports of China's Wuhan lab conducting “covert operations” in Pakistan and creating ""anthrax-like pathogens"" as a politically-motivated and fake story. 
#Pakistan #news #update #china #wuhan #Pakgovt #PO #PakistanObserver https://t.co/KTZtSlkbmT",Mon Jul 27 18:00:32 +0000 2020,pakobserver,4160,0,1,,,,Pakistan
1287810179950469120,2,@DavidMulugheta You are more angry at Mike then the communist dictatorship of China who use slave labor to make Nike shoes and are responsible for about a billion deaths around the world for releasing Covid 19 and covering it up. You and ESPN hate Americans more than America’s enemy.,Mon Jul 27 18:00:47 +0000 2020,Indepen21591195,0,0,0,,,,
1287810222103437312,1,"@SkyNews @DermotMurnaghan ""We don't have much time left!"" Wakeup and focus on the virus! Mankind is in great danger because of this CCP Bio weapon!
Do not expect for herd immunity and vaccine under current situation.
Terminate CCP to stop the covid virus!
https://t.co/r8TTs1171V",Mon Jul 27 18:00:57 +0000 2020,R60848444,44,0,0,,,,
1287810247617323008,1,"Evidently the China virus is gone and no one is hospitalized from it. No deaths reported or increase in New cases. All the riots and looting and protesters have stopped. No killings or shooting in Chicago or New York.
Evidently the only news today on fox is racist John Lewis. https://t.co/RNgEYcjWKh",Mon Jul 27 18:01:04 +0000 2020,donaldwayneshi1,20657,6,1,-100.0768885,31.16889350000001,"Texas, USA, United States","Texas, USA"
