id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1283551996134350848,3,"@trustrestored @SandraSentinel #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:00:17 +0000 2020,3Qq1918,50,0,2,,,,
1283552017110011905,3,"@trustrestored @SandraSentinel . #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:00:22 +0000 2020,3Qq1918,50,0,2,,,,
1283552033425879040,3,"@trustrestored @SandraSentinel · #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:00:26 +0000 2020,3Qq1918,50,0,2,,,,
1283552059799683073,1,Argentina halts China six meat plants' exports after COVID-19 found https://t.co/ydcvQWvPFV #Stock_market_news https://t.co/U3dJgzsdcR https://t.co/xrgV9t168j,Thu Jul 16 00:00:32 +0000 2020,ETFsStockPicker,134,0,0,,,,Wealth Building Newsletter
1283552247838908417,4,@HawleyMO @NBA We need to boycott the NBA due to its buckling to the Chinese Communist Party. The NBA poses covid-19 threat anyway.,Thu Jul 16 00:01:17 +0000 2020,OttoKruger3,0,0,0,,,,
1283552274481139712,1,"Who Says China Doesn't Have Freedom to Worship?
#JenniferZengsVlog - 10 May 2020

31 seconds

VID https://t.co/V2OmfU59uc

#CoronaVirus #WuhanVirus #COVID19 #CCPVirus

qt-covid19-vids-022 by #BorderObserver https://t.co/6PEp4PTI0r",Thu Jul 16 00:01:24 +0000 2020,covid19autostat,16,0,0,,,,United States
1283552288003330049,3,"@SkyNewsAust @DanielAndrewsMP @mattjcan #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:01:27 +0000 2020,3Qq1918,50,0,1,,,,
1283552303073472512,3,"@SkyNewsAust @DanielAndrewsMP @mattjcan . #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:01:30 +0000 2020,3Qq1918,50,0,1,,,,
1283552322786717696,3,"@SkyNewsAust @DanielAndrewsMP @mattjcan · #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:01:35 +0000 2020,3Qq1918,50,0,1,,,,
1283552495755653121,3,"@ndrewkellyborel @jakecoco #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:02:16 +0000 2020,3Qq1918,50,0,1,,,,
1283552498087862279,1,Hong Kong virologist wants to 'tell all' about China's coronavirus cover up | Conservative Institute https://t.co/VkEJPehhOk,Thu Jul 16 00:02:17 +0000 2020,shebert906,12,0,0,,,,"Manchester, MO"
1283552515766710272,3,"@ndrewkellyborel @jakecoco . #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:02:21 +0000 2020,3Qq1918,50,0,1,,,,
1283552531453362177,3,"@ndrewkellyborel @jakecoco · #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:02:25 +0000 2020,3Qq1918,50,0,1,,,,
1283552778640482304,2,Most Asian countries believe that  schools are highly risky and vulnerable. The first thing they do is to close schools to protect children and reduce community transmission. Can't imagine how evil a politician is when lying on schools and forcing all to take the risks.  #auspol https://t.co/nicKcKMlLi,Thu Jul 16 00:03:24 +0000 2020,triennsw,129,6,18,,,,
1283553023567036416,1,"The Comprehensive Timeline of the CCP's Cover-up of COVID-19 Pandemic (4)
#JenniferZengsVlog - 16 Apr 2020

VID https://t.co/Oh08FQLieD

#CoronaVirus #WuhanVirus #COVID19 #CCPVirus

qt-covid19-vids-023 by #BorderObserver https://t.co/jhvulqK9yb",Thu Jul 16 00:04:22 +0000 2020,covid19autostat,16,0,0,,,,United States
1283553226176987138,2,"@SecretarySonny @USDA @USDAForeignAg So $390 million
is the Chinese’s kickback
for Trump ordering
US workers back into THEIR
Smithfield packing plants
during the Covid-19 pandemic
to keep China supplied with Pork.

That’s some evil shit dude.",Thu Jul 16 00:05:11 +0000 2020,zzzjeffree,121,0,1,,,,
1283553233579855872,3,"@MarkDice #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:05:12 +0000 2020,3Qq1918,50,0,1,,,,
1283553250105421824,3,"@MarkDice . #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:05:16 +0000 2020,3Qq1918,50,0,1,,,,
1283553268858146817,3,"@MarkDice · #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:05:21 +0000 2020,3Qq1918,50,0,1,,,,
1283553315306057728,1,"Pompeo: China will 'pay a price' for coronavirus pandemic

https://t.co/ZYvvhrZGVU",Thu Jul 16 00:05:32 +0000 2020,1944jnewell,490,0,0,,,,
1283553315410677760,1,China on guard after COVID-19 tests on Ecuador shrimp packaging - UPI News https://t.co/MZIyhJvXIU,Thu Jul 16 00:05:32 +0000 2020,ecuador_travels,1352,0,0,,,,
1283553397283581957,3,"@lukedepulford @elizabethline @SadiqKhan #CCPvirus （Chinese Communist Party virus）The CCP Lied • People Died 
👇 Angels save the world 👇

https://t.co/T5nlgouusw",Thu Jul 16 00:05:51 +0000 2020,3Qq1918,50,0,1,,,,
