1225267874412912641,China: A man was found dead on an empty Wuhan street amid coronavirus outbreak.... #China #Wuhan #Coronavirus #Coronarvirus #ChinaVirus #WuhanCoronavirus #CoronavirusChina #CoronoaVirus #CoronaOutbreak  #ChinaCoronaVirus  https://t.co/wk1u0DEXoT,China Wuhan Coronavirus Coronarvirus ChinaVirus WuhanCoronavirus CoronavirusChina CoronoaVirus CoronaOutbreak ChinaCoronaVirus,https://thepigeonexpress.com/china-man-found-dead-on-empty-wuhan-street-amid-virus-outbreak/,en,Thu Feb 06 04:00:00 +0000 2020,1057148786189824000,www.THEPIGEONEXPRESS.com,,,,online
1225267874744459264,"Laboratorios a todo lo largo y ancho de los #EstadosUnidos recibirán esta semana kits para pruebas de #coronavirus.
#coronavirususa 
https://t.co/pGeBW19O8c",EstadosUnidos coronavirus coronavirususa,https://es.theepochtimes.com/kits-para-pruebas-de-coronavirus-se-enviaran-a-todo-ee-uu-en-la-lucha-por-frenar-la-pandemia_606295.html,es,Thu Feb 06 04:00:00 +0000 2020,82718109,The Epoch Times Español,,,,"Nueva York, USA"
1225267897301270528,RT @nikki_miumiu: Researchers found that the #coronavirus is more similar to #SARS. #Wuhancoronavirus and #SARS bind to human cells the sam…,coronavirus SARS Wuhancoronavirus SARS,,en,Thu Feb 06 04:00:05 +0000 2020,1167609368541417472,Cypher 斯樺,,,,hkmissinghero.com
1225267939860996102,"#China:
It's just getting worse...
#Corona #CoronavirusOutbreak #coronovirus #nCoV2019 
#ChinaCoronaVirus 

https://t.co/s6EwvxOOsC https://t.co/PLaIm22U8f",China Corona CoronavirusOutbreak coronovirus nCoV2019 ChinaCoronaVirus,https://twitter.com/Baltahji/status/1225234004875583491,en,Thu Feb 06 04:00:15 +0000 2020,224319236,Ghassan,,,,Internet
1225267964263325696,RT @nikki_miumiu: Researchers found that the #coronavirus is more similar to #SARS. #Wuhancoronavirus and #SARS bind to human cells the sam…,coronavirus SARS Wuhancoronavirus SARS,,en,Thu Feb 06 04:00:21 +0000 2020,94209518,Sirius☆彡 #ひとり武漢,,,,"Tokyo, JAPAN"
1225268173156560896,"RT @Baltahji: #China:
More attempts disinfecting the cities from #coronavirus.
#Corona #CoronavirusOutbreak #nCoV2019 #ChinaCoronaVirus htt…",China coronavirus Corona CoronavirusOutbreak nCoV2019 ChinaCoronaVirus,,en,Thu Feb 06 04:01:11 +0000 2020,30951174,john pagnotta,,,,canada
1225268306011205633,RT @SocialBee7: Leaked real time tracking of the virus inside China #Tencent #ChinaziVirus #ChinaVirus #wuhanvirus #coronavirus @CBC @CTVNe…,Tencent ChinaziVirus ChinaVirus wuhanvirus coronavirus,,en,Thu Feb 06 04:01:43 +0000 2020,175432815,Lucy Phermann,,,,Venezuela
1225268472927547392,"新型コロナウイルスは中国政府が人口を減少させるために作った生物兵器だという人もいますね…
「45歳以上をターゲットに絞った中国政府が作った生物兵器だと99パーセント確信している。」#WuhanPneumonia #nCoV2019 #Wuhancoronavirus #コロナウイルス #コロナウイルス肺炎 https://t.co/YQbDCBZ6kC",WuhanPneumonia nCoV2019 Wuhancoronavirus コロナウイルス コロナウイルス肺炎,https://twitter.com/AgnMaster/status/1225259717540249600,ja,Thu Feb 06 04:02:22 +0000 2020,268030698,chocolat viennois ☕,,,,Japan
1225268478552096768,"RT @Enid1018: Shame on @WHO 
Shame on China
You have money to produce weapon, no money to against #WuhanCoronavius #ChinaziVirus #chinazi…",WuhanCoronavius ChinaziVirus chinazi,,zh,Thu Feb 06 04:02:24 +0000 2020,998909755912470528,Sandralalading,,,,"Changhua City, Taiwan."
1225268485346885633,"Keep your family protected in all seasons against all the germs with
#Sterinol #Plus #HAND #SANITIZERS! #hongkong #ChinaCoronaVirus #Corona #virus #China https://t.co/6vN5dqjcXu https://t.co/XBf5zcR85Y",Sterinol Plus HAND SANITIZERS hongkong ChinaCoronaVirus Corona virus China,https://twitter.com/FijiRedCross/status/1225248924929122304,en,Thu Feb 06 04:02:25 +0000 2020,3197188560,Hind Pharma,,,,"Bhopal, Madhya Pradesh"
1225268538820050944,Panic-buying triggered by the #Wuhancoronavirus outbreak has now expanded to toilet paper in #HongKong. https://t.co/l1Fujjm0Pa,Wuhancoronavirus HongKong,https://coconuts.co/hongkong/news/s-outta-luck-toilet-paper-shortage-rumours-spark-panic-buying-in-hong-kong/,en,Thu Feb 06 04:02:38 +0000 2020,374591173,Coconuts,,,,Everywhere
1225268733876158465,"#CoronaVirus #nCoV2019
28,274 casos confirmados
     565 fallecidos
   1,178 curados

#NovelCoronavirus  
#CoronavirusChino https://t.co/zQSGjBK12e",CoronaVirus nCoV2019 NovelCoronavirus CoronavirusChino,,es,Thu Feb 06 04:03:25 +0000 2020,732142267,SpiralXXI ☣ 😷,,,,Mexico
1225269100580089856,"#coronaviruswuhan #coronavirus #coronavirusindia 

மீதி நேரத்தில
மதம், மொழி நாடுன்னு சண்ட
வலிச்சிகிட்டு இருக்கிறனுங்க,

#கொறொனா வைரஸ்சை
எதிர்கிறதுன்ன எல்லோரும் ஒற்றுமைய அயிடறனுங்க. 
ஆங், 
அந்த பயம் இருக்கட்டும்... https://t.co/OC7BuS6SMi",coronaviruswuhan coronavirus coronavirusindia கொறொனா,,ta,Thu Feb 06 04:04:52 +0000 2020,972148422735261702,NityaSri 🦋🧜‍♀️🌹🖤💙❤,,,,"Thirunelveli, Tamil Nadu "
1225269121144819713,"#Chine Conditions d'admission des hôpitaux de campagnes :
✅ Infecté par le #coronavirus #nCoV
✅ Symptômes légers &amp; communs
✅ Être autonome
✅ 18-65 ans
⛔️ Maladie respiratoire, cardiovasculaire, cérébrovasculaire &amp; psychose
⛔️ Malade du virus de la grippe
#Wuhan #WuhanOutbreak https://t.co/LIZn62Mwz6",Chine coronavirus nCoV Wuhan WuhanOutbreak,,fr,Thu Feb 06 04:04:57 +0000 2020,861614085275865088,Rebecca Rambar,,,,Cyberland
1225269374224752641,RT @Christi71386739: @SolomonYue #chinazi is theft and terrorist. They created the coronavirus outbreak and steal the cure from USA. This i…,chinazi,,en,Thu Feb 06 04:05:57 +0000 2020,963933752740102144,Stanley43dom,,,,Hong Kong香港
1225269468374478849,"#coronavirus #coronaviruswuhan  Hi Twitter, I'll be consistently sharing the latest Coronavirus news &amp; tips! Please follow and share! Thanks!

One big myth is that pets can transmit the virus to humans! This is b/c we have different types of viruses. Keep hugging your pets &lt;3 https://t.co/1vYV1Rnzz0",coronavirus coronaviruswuhan,,en,Thu Feb 06 04:06:20 +0000 2020,1224397470735773697,Vasil Bourak,,,,"Toronto, Ontario"
1225269733236334593,"RT @Star1eleven1: #coronaviruswuhan #coronavirus #coronavirusindia 

மீதி நேரத்தில
மதம், மொழி நாடுன்னு சண்ட
வலிச்சிகிட்டு இருக்கிறனுங்க,

#…",coronaviruswuhan coronavirus coronavirusindia,,ta,Thu Feb 06 04:07:23 +0000 2020,2401142239,🐾திராவிட பாபு 🐾Dr. Babu,,,,"Madurai, India. "
1225269751343144962,"Lack of public transport forced Omani students in #Wuhan to leave their university on motorbikes.

#Coronavirus 
#ChinaCoronaVirus 

https://t.co/XBMd6SGkCe",Wuhan Coronavirus ChinaCoronaVirus,https://timesofoman.com/article/2690410/Oman/We-used-bikes-to-move-out-of-campus-Omanis-evacuated-from-Wuhan,en,Thu Feb 06 04:07:27 +0000 2020,2399045929,Times of Oman,,,,Oman
1225269885451882496,"RT @sukha_Amlii: #IowaCaucusDisaster #ChinaVirus
#coronaviruschina #ChinaCoronaVirus Chinese nurse in coronavirus-hit hospital gives her so…",IowaCaucusDisaster ChinaVirus coronaviruschina ChinaCoronaVirus,,en,Thu Feb 06 04:07:59 +0000 2020,254797830,Timothy Monahan,,,,huntingdon valley pa
