id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1254198549731999744,1,The West must ensure China pays for its role in the spread of Covid-19 https://t.co/RE9TmgE5yt,Sun Apr 26 00:00:10 +0000 2020,bagnextwo,4013.0,0.0,0.0,,,,
1254198603771502597,1,"*** US blames China for hacks allegedly targeting COVID-19 research ***
It does not surprise me that the Chinese may be hacking for answers. They probably have a much bigger COVID 19 problem than they are reporting. 

https://t.co/QVSLI3on9f",Sun Apr 26 00:00:23 +0000 2020,SlimmerYet,90.0,0.0,0.0,,,,US of A
1254198646536433664,1,"On the 19/4/2020, there was the US COVID19 10000 death club, 7 days later, 26/4/2020, they become the 20000 death club, forget about China's fake numbers, these are trust worthy Western Democracy, do they know how to take care of their people？ https://t.co/F9oDMxhTdM https://t.co/yr3ZWWMzYN",Sun Apr 26 00:00:33 +0000 2020,jimmy_newby,8.0,0.0,0.0,,,,
1254198655080431616,1,@NCDCgov This matter is serious COVID-19 is matter in China and the whole world is paying the price,Sun Apr 26 00:00:35 +0000 2020,OlusegunOlogun5,4.0,0.0,0.0,,,,
1254198706770866176,1,@mooncult BLACKFACE ~ RACIST ~ CORONAVIRUS RACIST ~ CHINESE RACIST CORONAVIRUS ~ TRIGGERED LIBS ~ LIBERALS TRIGGERED ~ BLACK FACE IS ACCEPTABLE NOW BECAUSE OF THIS 🦖,Sun Apr 26 00:00:48 +0000 2020,ScoresOfWhores,133.0,0.0,1.0,,,,A Special Kind of Hell
1254198952468967424,1,"A wave of anger and disapproval swept social media over a music video that was intended to celebrate China’s solidarity with the Philippines in fighting the coronavirus. https://t.co/iCYEZGpMEr

Thoughts? 🤔",Sun Apr 26 00:01:46 +0000 2020,regiebueno,763.0,0.0,0.0,,,,"Panay, Capiz 5801"
1254199209508519936,2,"@UrbanAchievr @jaketapper COVID-19 was not created in China.  It was created here &amp; taken to China to blame the Chinese. Created by those loyal to Trump, elites &amp; wealthy special interests to sow discord &amp; further their nationalist, bigoted agenda.  Trying to create Civil War &amp; disbanding civil rights.",Sun Apr 26 00:02:48 +0000 2020,candy38942739,32.0,0.0,0.0,,,,
1254199232493477888,1,"#Iran geographically one of the cradles of #civilisation  is thankfully receiving aid not only from China but also from European countries such as the U.K., Germany and France bypassing  #USsanctions  through #INSTEX  to help fight the #coronavirus .... https://t.co/x9pZXWJ7Sf",Sun Apr 26 00:02:53 +0000 2020,hedleymdmm,994.0,0.0,0.0,,,,🇮🇪 / 🇪🇺 / 🇵🇸 
1254199341297930242,2,"@statedeptspox Right at beginning, China did not have goodwill, dishonesty and transparency to work together to find out the cause of Wuhan Virus. Next step, deliberately stagnant &amp; allowed WHO in early conclusion the WuhanVirus can not Transmittable, it's conclude CCP masterminds Wuhan Virus https://t.co/wSYCVzHErK",Sun Apr 26 00:03:19 +0000 2020,BenHilton28,407.0,1.0,1.0,,,,
1254199358997688321,1,"america is at 956K in confirmed coronavirus cases, only 102K have recovered, nearly 54K have died. meanwhile china has 84K and 77K recovered, 4.6K have died. let that sink in.",Sun Apr 26 00:03:23 +0000 2020,reinajorrine,136.0,0.0,1.0,,,,
1254199481949515777,1,Chinese State Newspaper Parrots American Media’s Trump Criticisms to Shift Coronavirus Blame - National Review https://t.co/7mmKs3bluq via @GoogleNews,Sun Apr 26 00:03:53 +0000 2020,VIKBataille,983.0,0.0,0.0,,,,"Sydney, New South Wales"
1254199484457848834,1,this is who is marketing Communist Chinese style spy drones to elected officials and police forces. https://t.co/Ug0TA882rB,Sun Apr 26 00:03:53 +0000 2020,Fr3edomofSpeech,1497.0,0.0,0.0,,,,Eng Ineered Socially
1254199506184343559,1,"#Australian journalist @cjwerleman explores #China’s #WuhanVirus, misleading of the international community and how the pandemic has affected the persecuted and imprisoned Uyghur #Muslims of Xinjiang. #ForcedOrganHarvesting #Ramadan 
https://t.co/3LAvWSiKFS",Sun Apr 26 00:03:58 +0000 2020,DAFOH_org,3033.0,1.0,1.0,,,,"Washington, DC"
1254199574568357895,1,"Very informative @SenRickScott, and don't mind the loser dem-bats making incoherent comments. Albeit their cloudy and incomprehensible comments are understandable considering they follow @JoeBiden aka #ChinaJoe #MolesterJoe https://t.co/Dku8molFDU",Sun Apr 26 00:04:15 +0000 2020,race_2020,62.0,0.0,0.0,,,,USA 
1254199603521638404,1,#Nihilism indeed https://t.co/JRm37Jg9vm Fortunately there is still my article here  https://t.co/Wpzx6hSqeX #vegan #veganism #poultry #Wuhan #bats #eggs #chickens #China #XiJinping #pandemics #Coronavirus #environmentalism #wildlife #ExtinctionRebellion #GretaThunberg #malaria,Sun Apr 26 00:04:22 +0000 2020,NikolasKozloff,871.0,0.0,0.0,,,,"Brooklyn, NY"
1254199946821226496,1,"Never a good time to be homeless but being Asian and living on streets during #CoronavirusNYC #COVID19 subjected to abusive taunts &amp; racism is double jeopardy. 
Outreach services should drop the territorial attitude and just help them. https://t.co/vLL9qN0GaL",Sun Apr 26 00:05:43 +0000 2020,Karlin_C,711.0,2.0,14.0,,,,
1254200026882084876,1,How can we continue this trend? Isn't it dangerous to receive such materials from China who concealed this monster from the world? How are we sure these materials are not after-use? Why can't Africans produce this simple materials &amp; they support us financially if truly they cares https://t.co/cvM9UeCZjS,Sun Apr 26 00:06:02 +0000 2020,Temibande,196.0,0.0,0.0,,,,Planet earth 
1254200028228444161,1,@bulldoghill Dammit🤬 We first need to get a hold of this damn pandemic that is killing us They’ll be plenty of time to “Punish China“ Right now all our efforts must be towards punishing the hell out of COVID-19 next up getting Trump n the tRP out of Control of our country!,Sun Apr 26 00:06:03 +0000 2020,GegenWeathers,343.0,0.0,0.0,,,,USA
1254200106997428225,1,"@RealCandaceO If he's dead, I'm sure it had nothing to do with him being a hated dictator so you're probably right. It must have been #COVID19 
Wait! I thought China was trying to get him to turn away from Trump. They wouldn't have actually... naw 🤔",Sun Apr 26 00:06:22 +0000 2020,Jelloschotz,860.0,0.0,1.0,,,,"Durham, NC"
