id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1254560918421159938,1,"@GovMikeHuckabee Blame game? Blame Trump! 
-12+ U.S. experts embedded in WHO provided, early December, real-time updates re the emerging China Covid-19 outbreak directly to Trump administration officials, including Alex Azar
-Ignored Navarro's 2 Memos!
-Ignored Intel brief 2nd week of November!",Mon Apr 27 00:00:06 +0000 2020,escobar_onofre,9,0,0,,,,
1254561070431141890,1,.@Mandiant's Threat Intelligence team has observed APT32 carrying out intrusion attempts against Chinese organizations in an effort to find solutions and nonpublic information about the coronavirus. https://t.co/VISDemfgcd https://t.co/VAPme5fkjD,Mon Apr 27 00:00:42 +0000 2020,kazz_m_jp_feye,17,0,0,,,,Tokyo west side
1254561214924902400,1,@RepGregoryMeeks @SenKamalaHarris @SenBooker @RepAlGreen @RepBeatty @ChrisVanHollen @RepPressley @repdavidscott China makes 90% of our drugs. We are at their mercy for PPE. What will we do if China holds back in a second wave? US W/o meds will die! Me and other Californians DEMAND that you pass legislation forcing production back in the US! https://t.co/68GpPHje68,Mon Apr 27 00:01:16 +0000 2020,zeneca2020,232,0,1,,,,"California, USA"
1254561241718284289,1,Nope Obama paid CHINA our taxes to developed this bioweapon to  put into GLOBALIST BAG OF TRICKS. For such a time as this. https://t.co/FVUgjg3MKK,Mon Apr 27 00:01:23 +0000 2020,queenalmamarie,13464,3,4,,,,"San Antonio, TX"
1254561311989526529,2,".@AJEnglish

PLS #Report: It’s #Crucial That #China #BanYulin (6/21) #DogCatMeatTrade &amp; #WetMarkets Permanently 

#Diseased &amp; #Healthy #Cats #Dogs #Caged Together For #Transport...

#Unhygienic Live #Slaughter #Prep #Leads To #Rabies #Viruses/#coronavirus 
https://t.co/deOtURBd4c",Mon Apr 27 00:01:40 +0000 2020,MaryJoe38642126,2641,100,24,,,,
1254561340166791169,1,Coronavirus infects China-US relations as blame game intensifies https://t.co/yRhB86s2ZX via @scmpnews,Mon Apr 27 00:01:46 +0000 2020,MercuryTwin,1914,0,3,,,,Singapore 
1254561358080872448,2,@Nagiiii_magi @statedeptspox @SpokespersonCHN If we created it and took it there why would we not have had a treatment? Why would we have allowed it to spread to the US?  Chinese government steals from and lies to the rest of the world. And yep Wuhan Virus not covid19,Mon Apr 27 00:01:51 +0000 2020,daneill69,72,0,0,,,,
1254561571407364096,2,"@spectatorindex @deinoisourguy3 How many of those deaths are attributed to COVID-19 cuz some1 died of pneumonia, for ex., and they have a relative who tested positive for COVID-19 and were told to count it as death by COVID-19? (USA)

Also, if any of those numbers came from the CCP, don't trust 'em. (China)",Mon Apr 27 00:02:41 +0000 2020,realPenrodPooch,303,0,0,,,,
1254561612570058752,3,"@MarshaBlackburn @eu_eeas What a weak response by EU!

While HKGERS r dying for promised liberties agst #CCP, who started a silence massacre by #HKPoliceTerrorists to silence us,

EU, after thousands of deaths &amp; infections due to the coverup of #CCP in this #WuhanVirus pandemic,

still keeping silence.. https://t.co/kuqDkUcmGi",Mon Apr 27 00:02:51 +0000 2020,csarsark,1383,2,6,,,,Japan
1254561654232227841,1,"#CCPVirus #Response
Chinle, Az
4 Apr 2020

Arizona National Guard personnel prepare boxes of personal protective equipment for transport to Chinle, Arizona in response to the on-going emergency.

BLOG https://t.co/fqPfkZLacc

qt-cvresponse-216 #borderObserver https://t.co/dZfLlxukmB",Mon Apr 27 00:03:01 +0000 2020,borderObserver,1263,0,0,,,,"El Paso, TX"
1254561654626553857,2,"#CCPVirus #Response
WILSONVILLE, OR
5 Apr 2020

Oregon Army National Guard Soldiers, along with staff from the Department of Public Safety Standards and Training (DPSST), review a shipment of 140 ventilators.

BLOG https://t.co/Mbomp8DffV

qt-cvresponse-236 #borderObserver https://t.co/4tkfdslZEe",Mon Apr 27 00:03:01 +0000 2020,JessePolitic650,277,0,0,,,,West TX
1254561693784592385,1,Missouri Opens Up a New Front Against China in Coronavirus Blame Game  https://t.co/t9U30YgpoD,Mon Apr 27 00:03:11 +0000 2020,rogue_corq,1596,0,0,,,,Трамп приезжай домой в Россию!
1254561716853248002,2,"Racism because of the coronavirus is just fucked up, it’s not a Chinese virus nor do Chinese people automatically have it I feel bad for Asian people",Mon Apr 27 00:03:16 +0000 2020,TheGayAnonymous,79,0,0,,,,US
1254561718015078401,1,"Pelosi says Trump's travel ban was not effective in preventing people or coronavirus from entering US

@SpeakerPelosi is now complaing Travel Ban didn't go far enough, because Trump allowed 40K US citizens to come home from Communist China

https://t.co/YkdSuRNw17",Mon Apr 27 00:03:16 +0000 2020,JPfaff1028,893,0,0,,,,NYC 
1254561727720509440,1,"@Cernovich （Thread) 
1/ China knew of novel #coronavirus epidemic in Sept 2019
2/ Gates held “novel coronavirus pandemic response” simulation on Oct 18, 2019
3/ Gates stored food in his bunker coz he knew a pandemic was coming 
4/ Gates funded Wuhan Lab to develop HIV vaccine",Mon Apr 27 00:03:19 +0000 2020,danli_wang,1414,6,8,,,,"WA, aka PRC 1966"
1254561731558473728,1,Did #China Cover Up The Deaths Of FIVE MILLION PEOPLE From Coronavirus? https://t.co/Vsfr6zaywz,Mon Apr 27 00:03:20 +0000 2020,rotepille,370,0,0,,,,
1254561924529807361,1,China is still blatantly lying about its coronavirus deaths - New York Post https://t.co/Cj6wBfmu7M https://t.co/3Se6oy1neM,Mon Apr 27 00:04:06 +0000 2020,TheUrbanNewz,606,0,0,,,,world wide
1254561932092334081,1,"The CCP cannot be trusted. They are still sending out bad kits. If this was intentional, which we don't know, why would they tell the truth? https://t.co/TCYneyJYhp",Mon Apr 27 00:04:07 +0000 2020,MRSpinkston85,7562,3,9,,,,
1254561939906277376,1,Rudy Giuliani and K. T. McFarland Reveal the Sinister Reason Why China Claims the Coronavirus Came Out of a Wet Market (Video) https://t.co/bF6wjwEeHe via @gatewaypundit,Mon Apr 27 00:04:09 +0000 2020,missy_hood,885,0,0,,,,
1254562070261104640,1,Rudy Giuliani and K. T. McFarland Reveal the Sinister Reason Why China Claims the Coronavirus Came Out of a Wet Market (Video) https://t.co/9BMBiLgvAx via @gatewaypundit,Mon Apr 27 00:04:40 +0000 2020,gsmenace,62,0,0,,,,"Cheney, KS"
1254562162032467968,1,"Compare to hongkong, which is right next door to china, refuse to close the border to china, have fight covid-19 for much longer than tokyo and nyc, has higher population density and has fewer hospital bed per 1000 population than both cities. HK has only 1022 case and 4 dead! https://t.co/yLpqJWkcCH",Mon Apr 27 00:05:02 +0000 2020,w_apollo,0,0,0,,,,
1254562184211755008,1,"“High levels of air pollution may be ‘one of the most important contributors’ to deaths from Covid-19, according to research... nitrogen dioxide” from diesel vehicles. Americans, let’s *not* blame China for U.S. coronavirus deaths. https://t.co/kSitnkGSas",Mon Apr 27 00:05:08 +0000 2020,JosephEssertier,76,0,1,,,,Japan
1254562433827553280,1,Is China fighting a second wave of coronavirus? https://t.co/0RWP57xHRQ https://t.co/Yf7q3uMH84,Mon Apr 27 00:06:07 +0000 2020,TimesofNewsHUB,346,0,0,,,,
1254562438994853890,1,"@Rodericka @kevinjallen To even engage with this question in this context concedes the narrative that COVID-19 is a state project whipped up in a lab and released on us through negligence or malice.

Trump &amp; Co want to frame this as America vs China instead of poor leadership vs disease.",Mon Apr 27 00:06:08 +0000 2020,dptraynor,74,1,2,,,,Atlanta
1254562477536395265,3,"Shut up! Shame on you! CCP has done nothing right! They are the killers. CCP sacrificed Chinese people to start this biowarfare. What happened in US in the pass month, is MASSACRE ‼️Worse than Pearl Harbor and 911, worse than Korean War and Vietnam War. He sounds like communist‼️ https://t.co/sV3ZFKAHjN",Mon Apr 27 00:06:17 +0000 2020,crystal78243104,10996,4,5,,,,
1254562483060174848,1,@SenToddYoung You are right. China has endangered the whole world as its #WuhanVirus  has teached as many as 200 countries/territories. It is also stealing valuable research across the globe,Mon Apr 27 00:06:19 +0000 2020,onmywayoutfire,361,0,16,,,,
1254562493411672066,2,Make it a global boycott and ensure Muslims begin to stand up for their persecuted and enslaved brothers for a change instead of being bribed into silence by China. https://t.co/ij74hGpzAa,Mon Apr 27 00:06:21 +0000 2020,macroeconPhD,650,0,1,,,,
