id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1263258224490315781,2,"@ETAwakening @ETExileGov The CCP deliberately covered up its coronavirus outbreak in order to spread Wuhan-style lockdowns around the world.  This was an attack.  Time for a new Iron Curtain.

#StandwithUyghurs
#StandWithHongKong
#StandWithTaiwan 
#StandwithTibet
#SanctionCCP
#ChExit 
#Xitler https://t.co/WRHAGHohQl",Thu May 21 00:00:05 +0000 2020,MPS3100,141,7,14,,,,
1263258336620883969,1,"@finesznpt2 Shit this is just da start of NWO, Trump will be our last president, China had 21million phones disappear as the start of Covid-19 &amp; now Trump  sign an executive order for Spectrum Which will launch in Sept wit 5g &amp; icloud, we won't exists anymore, digital AI will come wit ET,s",Thu May 21 00:00:32 +0000 2020,ManyenGreg,6,0,0,,,,"Michigan, USA"
1263258364869410816,2,"He engaged with a racist troll blaming the Chinese for COVID19 telling them to ""go back to Wuhan"" - and he wanted to turn the unpleasant interaction into something positive.  So we talked about it on air and it was powerful - listen to @DavidChenTweets.
https://t.co/lJcgEWNlXG",Thu May 21 00:00:39 +0000 2020,steeletalk,30105,5,7,,,,CKNW Radio Vancouver
1263258376802152448,1,"▪ HOSTILE RHETORIC OVER COVID-19

Trump blames China for incompetence responding to COVID-19, leading to worldwide deaths

#Trump #China #US https://t.co/vhV4GAtCpk",Thu May 21 00:00:41 +0000 2020,arirangtvnews,7119,1,0,,,,대한민국 서울
1263258419407933441,1,".@SpeakerPelosi and .@SenSchumer applauding China re COVID-19 and attacking and blaming President .@realDonaldTrump .

Talk about ASSETS of another country.

It appears China has both of these lifetime politicians under its wing.

Investigate these unscrupulous politicians NOW! https://t.co/ghEMzbEVdf",Thu May 21 00:00:52 +0000 2020,Gottolaf,175,0,0,,,,
1263258419420639238,1,"We wouldn’t want to offend the people that created a virus that has killed millions.. 

Forget where it was created!! Antarctica Virus? as to not offend anyone... except maybe penguins making their trek. 

Don’t these Lame Leftists get China is a country not a people!!! https://t.co/LWgSYciJzR https://t.co/1l4FR0Njx2",Thu May 21 00:00:52 +0000 2020,GeraldWGibbs1,55,0,0,,,,
1263258432100057089,1,"The CCP’s Virus Propaganda War

https://t.co/Hbu9mXpXID

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/Q2viIcSFPD",Thu May 21 00:00:55 +0000 2020,jade25801418,6653,1,0,,,,"South Carolina, USA"
1263258448080318466,1,"@PressSec Sycophants won't report that every day 300 times more people die in US due to COVID19 compared to people who died in Benghazi. Praising china, golfing, denying, rallying, undermining that's how this regime responded. 300 times more investigations?",Thu May 21 00:00:58 +0000 2020,speechless299,366,0,0,,,,
1263258544540995584,2,Asian American doctors and nurses are fighting racism and the coronavirus https://t.co/r84BBnrbst,Thu May 21 00:01:21 +0000 2020,tommyboy0690,821,0,0,,,,Boston
1263258575880806400,2,"@ChrisReagan16 @RichardBulling9 @latimes Maybe it’s a test run of something even bigger lurking behind China’s lies. Remember the US was winning the proxy war against China and then all of a sudden, COVID-19 comes out of nowhere and sent the US economy on a downward trend while China is already recovering very well",Thu May 21 00:01:29 +0000 2020,cuzinist,17,0,1,,,,
