id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1261446262710079490,1,"Shiny Red body of threatened Asian Arowana fish
#มิ้นต์ชาลิดา #เราไม่ทิ้งกัน #NO_More_Lies_YG #WinmetawinMRT #โควิด19 #COVID19 #COVID_19 #coronavirus #LISA #ไม่เอาทวิตเตอร์ไทยแลนด์ #준면아_영원이란게있다면_우리얘기일거야 #IGOT7
#SUGA #LetsMeetAgain_SUHO #บุ๋นเปรมโลกเอียง",Sat May 16 00:00:00 +0000 2020,solindamaya,36.0,0.0,0.0,,,,
1261446291046797313,1,"U.S. and China Trade Coronavirus Accusations, Sparking Fears of a New Cold War: Live Coverage https://t.co/2FegubEVq8",Sat May 16 00:00:06 +0000 2020,ZAQSNews,915.0,0.0,0.0,,,,"East Coast, USA"
1261446324072800262,1,good to know chuckles a communist china shill https://t.co/8KTTIA5gTg,Sat May 16 00:00:14 +0000 2020,JMH_RULES,1173.0,1.0,2.0,,,,I BEEN EVERYWHERE MAN
1261446329999527944,2,"China has been working hard to shed its image that it silenced doctors &amp;sat on vital virus data when COVID-19 was first detected in Wuhan,the capital city of central China's Hubei province in late 2019.Since then, more than 3.2 million infected &amp;nearly 230,000 have died globally.",Sat May 16 00:00:16 +0000 2020,ozhomeschool,4751.0,0.0,1.0,,,,"Brisbane, Queensland"
1261446438539517952,2,"It absolutely DOES NOT impact your life where the novel coronavirus came from, so STOP FUCKING TALKING ABOUT CHINA, CHINESE PEOPLE, AND WHATEVER THE FUCK YOU THINK A ""WET MARKET"" IS.",Sat May 16 00:00:42 +0000 2020,AudleyZDarke,760.0,0.0,10.0,,,,Chalion
1261446489982726144,1,"COVID-19 ~ MANIPULATED in LABORATORY
USA cooperated with CHINA ~ 
Recommended book ""Plague of Corruption""
by Dr. Judy Mikovits &amp; Kent Heckenlively
(Download Ebook) ""Plague of Corruption""
https://t.co/0d7sRQ40MG
2h50m EXPOSURE by Dr. Judy Mikovits
https://t.co/INlzoAeTqQ",Sat May 16 00:00:54 +0000 2020,gac75702588,39.0,1.0,0.0,,,,London
1261446512401248256,1,"@TheLizMac @docohm47 @Yamiche @PressSec Trump did jack shit in February.  He held rallies, went golfing, praised China, said Coronavirus would 'magically go away', ignored US intelligence about PPE shortages right up until March 17th when it was too late. 'Shit hole countries' have managed better than the USA",Sat May 16 00:00:59 +0000 2020,Gavlar,1307.0,0.0,0.0,,,,
1261446746460221440,1,@Mangan150 ya because the Chinese are trying to steal remdesivir and locked down for 2 months because the virus is harmless.  https://t.co/exN3wzRQMP,Sat May 16 00:01:55 +0000 2020,starofthesea171,108.0,0.0,1.0,,,,
1261446746829455360,2,"An event may have occurred in October 2019 at the #BSL-4 #laboratory in #Wuhan, #China - one of the labs doing #research on #bat #viruses - that precipitated a 2 week closure of the lab. May lend credibility to the theory that #COVID19 started in a lab. https://t.co/xiSrzLNEMd",Sat May 16 00:01:55 +0000 2020,countryriskmgmt,1785.0,1.0,1.0,,,,"Connecticut, USA"
1261446922889396224,1,"#CCPVirus #Response
Chinle, Az
4 Apr 2020

Arizona National Guard personnel prepare boxes of personal protective equipment for transport to Chinle, Arizona in response to the on-going emergency.

BLOG https://t.co/YkFYjQzUNd

qt-cvresponse-216 #borderObserver https://t.co/eqIlTDluR1",Sat May 16 00:02:37 +0000 2020,covid19autostat,15.0,0.0,0.0,,,,United States
