id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1259996730948562945,1,I’m shocked that ppl are shocked at a politician lying. They keep trying to take the heat off China bc China makes everything from toys to meds for US. BUY AMERICAN!🇺🇸We must pull out of China ASAP!! Or we’re not only dumb but doomed!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/6u0WYM7hZN,Tue May 12 00:00:04 +0000 2020,Rosesdaughter61,1464,0,0,,,,Some where rockin’ out
1259996738301157377,1,"Register now for a Virtual Town Hall: Spotlight on Anti-Asian Racism during COVID-19 Pandemic

Tuesday May 12, 2020
12:00 PM CDT
Attend free with RSVP: https://t.co/ofFxw8TJXb https://t.co/LdroK4lQ6q",Tue May 12 00:00:06 +0000 2020,MPR,24304,4,4,,,,Minnesota
1259996738649305091,1,"Report: China using spies, hackers to steal critical COVID-19 information https://t.co/Y4YnNaTjIy",Tue May 12 00:00:06 +0000 2020,theblaze,732461,55,91,,,,"Dallas, TX"
1259996763861192705,1,"In #China, the danger posed by #COVID19 was very clear and known early. And those of us in China told our stories to those overseas, as can be seen in my #Youtube playlist here: https://t.co/mzmlmRVcqW

Sadly, other countries CHOSE not to listen. https://t.co/fYN24Wn1wm",Tue May 12 00:00:12 +0000 2020,SeanUM_China,1473,1,3,,,,Hong Kong & Shenzhen
1259996831611846657,1,China pays well. https://t.co/jO6vrfjSCH https://t.co/XRwKp7ksGP,Tue May 12 00:00:28 +0000 2020,lawrig1,4631,1,1,,,,USA Midwest
1259996868571955204,1,"@DMLamont @kiddwikked @Calvinthatsme @VernonLeeDavid1 @DongsOntario @RealJamesWoods He didn't declare the Coronavirus a Democrat plot. I don't defend that the Chinese virus is a hoax. If all you can do to argue is put words in my mouth and assign me arguments to attack, don't bother. I know contending with real issues is probably difficult for you.",Tue May 12 00:00:37 +0000 2020,NotSoFunSize,180,0,0,,,,
1259996961773686788,1,".
WORST MAYOR EVER 
.
FUCK  CHINA 
. https://t.co/eMTv3pD5x1",Tue May 12 00:00:59 +0000 2020,SwatchCard,61,0,0,,,,"Brooklyn, NY"
1259996965250625536,1,Sucking China’s dick what a fucking low life gutter scum piece of shit. https://t.co/UJ4dHaZaaC,Tue May 12 00:01:00 +0000 2020,Avalanch34,86,2,3,,,,
1259997032649023490,4,"#60Minutes continues to sell Chinese talking points by claiming the #Wuhan virus came from a wet market in China?
1) Wet markets don't sell bats
2) Covid-19 came from Horseshoe bats
3) Wuhan lab had Horseshoe Bats
4) China did everything to cover this up
#CBS=Chinese Bull Station https://t.co/mLgCgTVExm",Tue May 12 00:01:16 +0000 2020,claudiafire,1145,0,0,,,,Maine
1259997042719457280,1,"CHINA FIRST...
Meat Exports To China Soar As US Supplies Dwindle &amp; Workers Risk COVID-19 Infection | Zero Hedge https://t.co/a7u2Jyi0IQ",Tue May 12 00:01:19 +0000 2020,Deplorable80210,21909,4,3,,,,"Twitter Lock Down, Super Max"
1259997234596163584,1,"#AsianHeritageMonth #animalasia #bearbile #wildlife #HumanRights #AnimalRights #china #coronavirus #COVID19 

Right now, innocent bears are being held in awful conditions and farmed for their bile. Will you help Animals Asia rescue and rehabilitate. https://t.co/dgwZZX9Ma9",Tue May 12 00:02:05 +0000 2020,nurseerica79,0,0,0,,,,LA LA Land 
1259997259132841984,1,"Stupid questions from reporters! Blame China, ask China! #Blame The Democrats! Start asking them the right questions everyone else already knows the answers to! #ChinaLiedPeopleDie #WuhanVirus #CCPAndTheDNC #DemocratsAreCorrupt WHEN REPORTERS REPORT TRUTH THEY’LL EARN OUR RESPECT https://t.co/T8BaiDQdzv",Tue May 12 00:02:10 +0000 2020,64CaliGirl,1153,0,0,,,,Sunny Southern California 
1259997285662031875,2,"Is this a surprise considering China boosted this clown  Tedros Adhanom Ghebreyesus to the top position of WHO. 
Not a Dr. Member of a communist terrorist org, the, TPLF. The same clown who has covered up massive infectious outbreaks in the past &amp; starved 8 million Ethiopeans. https://t.co/BlDZjVGbWK",Tue May 12 00:02:17 +0000 2020,TimesOrwellian,837,2,3,,,,As if
1259997373343858690,1,GLOBAL MARKETS-Asian stocks set to fall on growing second virus wave fears $DJD #coronavirus #COVID2019 https://t.co/Au9ehQuKCo,Tue May 12 00:02:38 +0000 2020,newsfilterio,3484,0,0,,,,"New York, NY"
1259997419602956289,1,Chinese doctors head to Zimbabwe to aid fight against COVID-19 https://t.co/8RGkm8Q9Br via @CGTN Africa,Tue May 12 00:02:49 +0000 2020,Mbenjani1,15,0,1,,,,
1259997421129527296,1,I don't know it for a fact I just know it's true that the same people that were saying China was covering up its #COVID19 death toll are the ones saying the United States is inflating its death toll.,Tue May 12 00:02:49 +0000 2020,BryanDrewDanek,1550,0,1,,,,United States
1259997505971982342,1,“Wet markets” in China might not be where COVID-19 originated after all—and those markets are really not much different from farmer’s markets here in the U.S. https://t.co/IxcJinyzOL,Tue May 12 00:03:09 +0000 2020,fnytv,222,0,0,,,,Manhattan
1259997577946124289,3,@CAgovernor WHY BUY PPE FROM COMMUNIST CHINA 🇨🇳 THE MAKERS OF THE WUHANVIRUS! From a BIOLOGICAL LAB 🧪🧪🧪🧪🧪🧪in WUHAN CHINA 🇨🇳 https://t.co/HVbv6JnRdB,Tue May 12 00:03:26 +0000 2020,lindalousnyder,856,0,1,,,,
1259997583369527296,1,Lawsuits to make China pay for coronavirus are part of a larger attempt to pin the pandemic on Beijing https://t.co/Xf7kEF43XO,Tue May 12 00:03:28 +0000 2020,BW,1720160,10,13,,,,"New York, NY"
1259997788265463815,1,"Blame neither solved a problem, nor built a great nation. #Trumps #TrumpGate #blamechina #PresidentPineSol #BlameGame #COVID19 #news #FakeNews #MAGA #MondayMorning #MondayMadness #TestingForCovid19 #LiarKing #WhiteHousePressBriefing https://t.co/3JJgUk9mAd",Tue May 12 00:04:17 +0000 2020,TexPierre1,0,0,0,,,,"Sardonica,State of Mind"
