id,score,full_text,created_at,user_sn,follower_count,rt_count,fv_count,longitude,latitude,location,user_location
1265238990434811904,1,"@UnitedNep Bro, China has hand behind this. It wants to spoil Nepal India relation. China is trying create problems everywhere so as to divert attention from Covid 19, where China is guilty.",Tue May 26 11:10:56 +0000 2020,He_pingpong,7,0,0,,,,
1265239074115379201,2,"Apart from #Corona, the Cold War with Pakistan and China is going to pose great difficulties for India. Even the country is currently struggling with economic woes. Time demands comprehensive strategy rather than televised emotions.
#laddakh",Tue May 26 11:11:16 +0000 2020,ADNFAI26,621,0,2,,,,Srinagar Jammu and Kashmir
1265239090015985666,1,Sign The Pledge: Boycott China over their handling of coronavirus: https://t.co/TbpPYod4I0,Tue May 26 11:11:20 +0000 2020,JamesPenhaligon,262,0,0,,,,"Falmouth, Cornwall"
1265239099314708480,1,China’s ‘bat woman’ researcher warns coronavirus is just ‘tip of iceberg’ – New York Post https://t.co/HCQzlJoT1m,Tue May 26 11:11:22 +0000 2020,RTBNewsClips,7,0,0,,,,United States
1265239133217267712,1,"@Thucydidestrap1 @xiteller @WarRoomPandemic @DavidBarboza2 @SpeakerPelosi Oh ya, she will be back on this. Trump can’t spell the CCP as of today. His word is China always no matter how many times Bannon and Pompeo tell him it’s the ccp, not China, to blame for the virus.",Tue May 26 11:11:31 +0000 2020,PeterLi48023383,287,0,0,,,,United States
1265239207573929985,1,@Jacciiw @callierules4151 @_ReaalAmerican_ @DeAnna4Congress Look this is old news. Trump was the first to act by banning travel from China and the Left attacked him and was too busy trying to impeach him. Trump supplied the shortage of PPE because Obama didn't replace the national stockpile after his H1N1 pandemic. The Left are to blame,Tue May 26 11:11:48 +0000 2020,JohnnyDash768,9962,0,0,,,,Earth
1265239258111057920,2,"@SawyerHackett @JennaEllisEsq @realDonaldTrump #ChinaLiedAndPeopleDied China lied to #WHO &amp; world about the virus, then they allowed their sick to fly to other countries. The President stopped flights AGAINST WHO &amp; #CDC recommendations. He took action, while you all called him a xenophobic racist. You’re a propaganda shill.",Tue May 26 11:12:00 +0000 2020,PrometheusIV,11136,0,0,,,,"Edwardsville, IL"
1265239337802838016,1,"@PalmerReport @realDonaldTrump China virus came from China you wack job hack of a CIA agent posing as a reporter.

This one came from China also. Twit. https://t.co/Luj2uCYDl2",Tue May 26 11:12:19 +0000 2020,Disprop45895392,2751,0,0,,,,"Vermont, USA"
1265239339417530369,1,"BEIJING, May 26 (Reuters) - President Xi Jinping said on Tuesday China would step up its preparedness for armed combat and improve its ability to carry out military tasks as the coronavirus pandemic is having a profound impact on national security, state television reported.",Tue May 26 11:12:20 +0000 2020,Rover829,28001,24,19,,,,
1265239371713638401,1,"Coronavirus was imported in Gujarat by BJP. We all know, who came to India in Feburary and did Namaste Trump. Gujarat and Maharashtra are paying heavy price due this imported virus from China. Modi Govt delayed lockdown by two weeks in March, since BJP wanted to form Govt in MP.",Tue May 26 11:12:27 +0000 2020,pnavadgi,332,0,1,72.87424399999998,19.174139999999998,"Mumbai, India, India","South Mumbai,India"
1265239463598321667,1,"@ChinaDaily If it’s in China it’s built to break. Fuck that. China is a cancer on the world - cut it out, blast it with radiation! #ChineseVirus #chinaisacancerontheworld",Tue May 26 11:12:49 +0000 2020,WasMao,1,0,0,,,,
1265239526810816518,1,Authorities in #China Underreporting #CCPVirus Cases: Leaked Documents https://t.co/aKBpurErZo via @epochtimes,Tue May 26 11:13:04 +0000 2020,jenniferatntd,155511,44,81,,,,"New York, USA 美国纽约"
1265239565033279489,1,NSA US Calls Covid-19 ‘Conceal’ China’s Chernobyl https://t.co/dCPdhZbAz4,Tue May 26 11:13:13 +0000 2020,DNN86696104,5,0,1,,,,
